Leg Key,Origin Port Key,Destination Port Key,Leg Miles
111,802,3833,3527.7992251522624
112,3833,3827,1553.953032546233
113,3827,671,7763.104633994574
114,1412,125,8723.14645416647
115,125,231,7259.952351972371
116,231,1385,4019.033931246178
117,1385,671,9413.701638170158
118,2947,3830,10119.926347565077
119,3830,3827,1043.167589023001
120,3827,3825,403.04589309597065
121,3085,2091,5455.148179117736
122,2091,987,5323.663473847363
123,987,818,1080.690494114046
124,818,232,3474.1595252695993
125,2551,1326,6627.147595051301
126,1326,4265,2095.5836544638983
127,4265,1599,3834.9270232130607
128,1599,670,1465.0772077860934
129,802,2652,4264.916331522248
130,2652,1013,2514.1317934671943
131,1013,1692,882.275121297061
132,1692,2857,4537.914607039244
133,2857,670,1599.2245301648675
134,1326,3118,654.1622499750947
135,3118,2367,1974.095532594711
136,2367,4215,4666.568666623695
137,4215,232,2711.0650668311487
138,2551,2493,9463.423958745048
139,2493,1480,859.7650869639278
140,2141,890,6128.226024900838
141,890,2368,796.1632303224216
142,2368,232,3914.5326270087953
143,232,185,2723.83313248917
144,185,671,9918.725867908219
145,388,4266,6922.481958874957
146,4266,126,6713.77087003972
147,126,2598,3595.2090866852996
148,2598,1480,3072.7217867530094
149,2551,3154,7023.770741872571
150,3154,2743,1939.2836626889532
151,2743,1481,3118.76707987319
152,1481,3828,7638.129069478182
153,1326,1225,1147.5446004072903
154,1225,3832,5800.014702370105
155,4214,1163,4500.128545242164
156,1163,670,5722.083037814902
157,1026,2234,5208.198114976065
158,2234,670,6765.292980524624
159,1599,4249,1285.4436103277872
160,4249,1481,1977.7574443589092
161,1481,3199,2675.0339534615046
162,3199,3826,5469.609274521462
163,1403,202,982.2881357203918
164,202,4269,6632.264584823008
165,4269,1481,2348.107667665443
166,1481,3826,7034.349186481864
167,890,2,3207.9939862339843
168,2,1481,3154.4265498394648
169,34,2947,4725.053147484162
170,2947,1950,3794.6201050665472
171,1950,2170,2850.5496869538943
172,2170,671,3682.2079698602624
173,801,2803,3913.354780764954
174,2803,15,2108.442335950649
175,15,3199,1501.9647915199116
176,3199,668,4651.876029816474
177,668,671,769.5164970889223
178,390,2091,3736.51331200871
179,2091,2043,2929.976729916894
180,2043,670,4851.7483977410075
181,2947,1794,4823.739331506716
182,1794,3820,5920.767283126765
183,3820,232,6211.442802394837
184,1027,3356,5223.180748858312
185,3356,1684,3336.3278649558833
186,1684,669,3926.0009052406535
187,669,672,122.9806939596211
188,1684,3823,6918.390867157102
189,3823,3820,1632.5571471175472
190,3820,671,7280.431420295013
191,3056,190,5949.472395045727
192,190,891,3969.115277177337
193,891,62,5042.367989324399
194,62,232,1229.0767892837998
195,232,2199,4471.499138404287
196,3355,888,787.2258346506055
197,888,1481,3366.765158851885
198,2743,2857,3961.921782640584
199,2857,182,2444.729974997226
200,182,3821,7173.661517170698
201,3821,3824,1298.0358736992014
202,3085,3357,6035.706870181605
203,3357,388,3017.4055626936038
204,388,231,5443.367415888442
205,231,3827,5531.3695512568065
206,3827,670,7865.558975758281
207,1014,171,1865.1029426240511
208,171,3355,824.4393801257431
209,3355,1714,188.6624252137278
210,1714,3828,3674.421986533264
211,1600,2255,882.6493330728737
212,2255,390,7725.920967556523
213,390,3834,2466.3632497798594
214,3834,671,8372.53203221374
215,671,1481,2381.6672062641615
216,1794,2677,2637.2276062125775
217,2677,1950,4728.882628836602
218,1950,670,1606.6172855213658
219,2947,2368,4933.866722341234
220,2368,801,5612.2027460514755
221,801,3829,1625.5982663052457
222,2906,3066,4450.577616174977
223,3066,4265,1628.631600379015
224,4265,1952,6085.573302686082
225,2840,3119,4990.065787045831
226,3119,2795,2413.6943307904025
227,2795,1684,173.66710417878508
228,1684,3084,3277.801696690534
229,3084,1480,1761.6410302320835
230,3199,2234,2308.4398941126697
231,2234,3823,4113.403786397621
232,2234,1163,1277.6980545137546
233,1163,2091,1408.5231845845829
234,2091,2840,4595.819525090644
235,2840,2044,2203.7363467634796
236,2044,1481,3330.910050480291
237,3066,2743,5465.874404024075
238,2743,2198,5544.364337294098
239,1599,3118,5989.352643634699
240,3118,3830,6143.2810584536155
241,390,2636,2979.478985038216
242,2636,3199,710.2127001060605
243,3199,1692,1663.1853602759552
244,1692,669,4110.87393310878
245,669,3832,7599.11019891705
246,4215,392,3782.897559891755
247,392,671,6735.259606029059
248,671,3833,6879.746085973763
249,1260,890,3904.116468019589
250,890,2044,1917.6022593908597
251,2044,2815,4401.580813136707
252,2815,670,1522.533413931549
253,2597,2598,251.99428942092356
254,2598,1409,9662.391979181191
255,1409,2199,574.8436325182389
256,2199,231,4392.555425416712
257,273,1740,830.5480980213327
258,1740,1691,820.2641510702799
259,1691,1481,1627.8936688627384
260,1481,3831,6831.301018351359
261,2598,3830,8604.492362735264
262,3830,1481,8461.848990914415
263,126,3184,7470.242883281374
264,3184,2493,1387.5720697602967
265,2493,1481,700.608550775276
266,1600,3199,5064.343445792312
267,3199,2248,5280.662536553722
268,2248,3099,3047.0805900543683
269,3099,232,3620.444538699999
270,2947,1014,3253.8148059896434
271,1014,3356,2686.3382073100233
272,3356,3824,4077.3666707179195
273,3824,3832,954.6188432347019
274,2551,1598,11076.694302696473
275,1598,671,2243.131031182582
276,523,2840,5606.598168948423
277,2840,1795,5177.583422822516
278,1795,2905,1177.2493024455887
279,2905,3836,5487.6814272589445
280,3836,671,6940.531337136913
281,126,2368,8623.439487581263
282,2368,3828,5888.378051401614
283,3828,3831,826.0929141654553
284,2598,670,989.0511881960492
285,670,232,10620.049769512822
286,1325,1684,1926.6160198228288
287,1684,1950,4602.429601946295
288,1412,1260,5601.745342475601
289,1260,3824,4589.3217858762
290,3824,1480,8629.411343362823
291,202,2535,9731.176314734566
292,2535,2368,9397.632076220796
293,2368,2436,3767.3072747357683
294,2436,1481,3564.930494348567
295,1481,670,2068.549389713144
296,2367,191,3059.4574273184508
297,191,1480,4581.16123784512
298,987,2906,4206.297045214004
299,2906,2384,6105.881114714931
300,2384,2858,345.17286574738614
301,2858,1480,3657.335332422413
302,1480,669,3054.3226525898745
303,2839,1412,8445.58810394779
304,1412,2858,8208.226441945404
305,2858,888,5320.882563956658
306,888,802,5435.340687674007
307,802,232,3121.8374393431172
308,858,4249,9571.438006852446
309,4249,1480,2115.7155999189763
310,1480,3825,8758.135652259369
311,3825,671,8132.044573978068
312,671,670,335.8987924133049
313,2248,2795,3834.5984139831207
314,2795,3154,1514.1012053575241
315,3154,1163,1467.8519994455849
316,1163,2199,5516.821510781902
317,1403,1599,10693.43586385943
318,1599,2256,1197.624765651038
319,2256,2858,2402.1942306964884
320,2858,671,1239.5701273524771
321,2947,2198,9817.299936755879
322,2198,1952,5627.0857608438055
323,1794,1951,5875.37936756725
324,1951,1481,3265.8660137764496
325,523,15,6809.43356980584
326,15,2384,5946.398359391967
327,2384,1481,2942.476890279643
328,1481,3824,7461.277690918145
329,1599,1692,3775.8752656020215
330,1692,232,7054.855927274814
331,1598,2367,8246.66441461561
332,2367,2906,2389.590411116329
333,2906,390,2560.29902091117
334,390,2199,2991.1309795304023
335,2199,669,8335.953327710948
336,1740,1684,1093.967794222787
337,1684,2743,2959.136341179783
338,2743,1952,4117.840632891714
339,1952,3829,6647.51775570928
340,1597,2858,2493.883980286946
341,2858,670,1484.962796900822
342,2493,890,4245.445636960501
343,890,3824,7366.805650598671
344,3824,3822,901.2074737747251
345,2834,2493,2371.4513696909075
346,2493,2597,3416.6687708488253
347,2597,3829,8573.27274968554
348,3199,3154,657.3449872209347
349,3154,2947,3873.984351160934
350,2947,2795,2394.9089075974316
351,2795,670,3656.4091519558133
352,4214,3832,2014.4454419022175
353,3832,1481,7486.040542779306
354,2551,935,6266.631975205646
355,935,1481,3459.031922372622
356,802,2906,4545.1027458842045
357,2906,1013,2280.85021312454
358,1013,1481,2540.994952190208
359,2234,4266,3817.9982763628987
360,4266,1951,5284.930125746796
361,62,284,5188.982038990499
362,284,182,5624.252644199004
363,182,669,1778.3065627647877
364,202,1163,3518.1981617529163
365,1163,4265,3460.8881673298665
366,4265,668,5079.724654397234
367,671,3829,8415.02953911576
368,3222,4215,7745.950024523474
369,4215,1409,1479.3320792660204
370,1409,3833,2670.9361931917997
371,283,523,5745.921655810709
372,523,998,1991.4172000382737
373,998,3826,4015.8597199433552
374,126,3050,8165.538539940191
375,3050,3824,6293.083760127596
376,4249,1014,4493.300436212337
377,1014,34,3007.269295995207
378,34,4214,5439.406012100023
379,4214,232,2651.131600900882
380,232,670,10620.049769512822
381,2840,2682,2186.6501164509596
382,2682,1260,3848.933067859426
383,1260,2493,3640.3791995577735
384,2493,668,3336.5234536154453
385,668,670,1009.8833586995365
386,284,3354,3363.5176916156074
387,3354,1260,357.49768010797277
388,1260,3085,5625.901135533032
389,669,1951,810.0267391998619
390,2597,2551,11085.189317901657
391,2551,3820,3853.9606777143454
392,3820,1952,5275.353014897213
393,4269,35,2564.8388347971804
394,35,1389,2123.0958441569546
395,1389,232,2994.1405750645977
396,232,3830,5005.143888591852
397,987,1014,6546.476358198285
398,1014,671,4914.329444401974
399,2256,3356,5408.389671539336
400,3356,3827,3988.468146408281
401,2041,522,8882.42364797549
402,522,4214,2418.4506755480566
403,4214,3827,2752.613220520359
404,2839,35,2006.1382899493717
405,35,1480,4483.972773378965
406,2743,3050,2302.6000609732437
407,3050,2551,7429.741122361157
408,2551,3830,2660.3309719217996
409,126,1691,7331.082415123744
410,1691,3154,1326.655288662875
411,3154,802,6237.414474837355
412,802,3830,1943.8284037900637
413,3830,3829,1064.9419063465457
414,3084,1260,5668.517252674168
415,1260,4214,4773.5292199209425
416,4214,3826,4032.3695341719545
417,2840,2857,8116.011137490331
418,2857,3825,6828.080437582021
419,2815,3057,1907.3084683185918
420,3057,3822,7787.795721185154
421,3822,1414,4434.112345178184
422,1414,1480,3939.875768310302
423,2367,2062,3676.454358349408
424,2062,2256,4301.67581686356
425,2256,2597,1796.1116005533215
426,2597,1481,2912.910483318913
427,2839,2906,5341.046939436283
428,2906,3050,2155.0767398073717
429,3050,668,4808.169158640756
430,668,3823,7088.897065450036
431,3823,3824,471.16636306700804
432,3354,3,1138.4448380210317
433,3,2744,5271.702493383446
434,2744,3085,2785.313920325223
435,3085,672,1804.585711358801
436,2165,1794,4683.977069406184
437,1794,2493,3444.922398973788
438,2493,182,1552.084767604522
439,182,3830,9009.945031825484
440,3830,3833,1612.2144123000376
441,182,2677,2543.3195243940495
442,2677,2280,3090.8503602108603
443,2280,196,5367.484978152687
444,196,232,4129.37535104889
445,2795,1692,239.79912662022633
446,1692,3050,798.1405919863348
447,3050,2906,2155.0767398073717
448,2906,2234,574.3510909260544
449,2234,3829,4156.542531422695
450,2493,2199,9281.758651441443
451,2199,3820,1770.1627814567562
452,126,1409,9435.348091147041
453,1409,3836,2622.507261023621
454,125,2367,9092.332276347503
455,2367,3829,5726.074490681978
456,3829,3830,1064.9419063465457
457,3085,4183,10310.959319395086
458,4183,3828,5059.915237657379
459,3828,1481,7638.129069478182
460,4249,1598,2328.689029979065
461,1598,2906,8469.920373312121
462,2906,3828,4049.7680228876156
463,3828,231,4830.236243518916
464,231,3829,4832.468684835638
465,284,125,8632.274552551622
466,125,672,5444.5512068126245
467,2840,2795,4388.17970743969
468,2795,1013,985.485383500981
469,1013,1325,1010.0568770618778
470,1325,3356,1567.5838349984706
471,3356,232,5713.329677580815
472,2839,522,6054.7202033393605
473,522,3822,4519.273223252424
474,3822,3830,1592.0545442387279
475,1014,3154,1059.7446625615064
476,3154,2598,5645.485228284063
477,2598,674,1121.1336344319163
478,674,1480,3164.8550436814694
479,1480,3826,8225.421591011693
480,2368,1795,2594.0283807490855
481,1795,830,134.6851413137659
482,830,2101,911.5491657244638
483,2101,2141,5572.184693850651
484,2141,1951,2906.2277903354093
485,4215,3356,4447.734861730562
486,3356,3199,1486.9108861627658
487,3199,1481,2675.0339534615046
488,1481,182,1149.9179493998802
489,182,670,1050.419854041571
490,2795,1599,3610.6002449353027
491,1599,2815,387.93799764563477
492,2815,2857,2984.2915366066
493,2857,1950,283.56627365988265
494,1950,3832,7230.155137689065
495,1389,2598,8894.45768041989
496,2598,671,732.6949936508641
497,888,2234,1670.9060338438376
498,2234,389,4019.1824273876214
499,389,2199,2165.9969065657483
500,2199,3826,2343.8079046697003
501,3826,1950,5434.457803599144
502,2165,1013,3092.5316566678835
503,1013,2493,2115.8479679210673
504,1794,1162,628.2181546047508
505,1162,392,4525.314194211385
506,392,3828,1880.7834689841484
507,3828,669,7679.830797043871
508,2858,2551,9867.15368207095
509,2551,3826,4373.049797890656
510,3826,3825,1701.6685362502064
511,392,2743,4007.2195143320637
512,2743,1951,4256.075900630778
513,2041,2652,3107.5059055521024
514,2652,3832,3732.9617847153013
515,3832,3826,2138.402745012411
516,2041,3199,1074.79327995
517,3199,2742,1168.952302924337
518,2742,3825,4887.2270030735135
519,3825,3822,614.5230133360999
520,1163,3355,297.6802951558537
521,3355,3825,3996.638213389406
522,3825,232,4990.191913074134
523,1599,2858,2882.984039364635
524,2858,3352,5284.677565621102
525,3352,2199,5249.935880539469
526,2199,1951,7688.300114212144
527,3066,1326,3425.445248029901
528,1326,3057,5711.5136949337075
529,3057,670,756.553777355903
530,2947,1325,4198.691280467737
531,1325,3199,945.419895797325
532,3199,1951,4913.274302285006
533,1951,3828,7251.6979956947025
534,3828,2199,1460.476565946243
535,3000,3057,5477.087883574271
536,3057,1481,2747.7175508306177
537,1013,3154,944.6098480165406
538,3154,3835,5072.566506271129
539,126,2906,10313.110884261625
540,2906,3825,4315.066331418896
541,2636,1856,5298.0181549081
542,1856,232,3635.1376482447563
543,1684,1225,1168.7781025746333
544,1225,3821,6018.562987599156
545,3821,3837,1826.8118018422826
546,2907,2635,1536.2884728148138
547,2635,670,5058.912465628771
548,4266,2597,4698.7815427546075
549,2597,3056,494.4075760737518
550,3056,672,476.6958957848799
551,62,1691,8303.428271347737
552,1691,126,7331.082415123744
553,126,2141,3624.8657570142304
554,2141,670,1380.8083219611576
555,2367,2041,3865.676513749217
556,2041,1950,4205.8944808772585
557,1950,3835,6840.874374545604
558,986,3354,4302.015757419843
559,3354,2636,666.749650901071
560,2636,1740,1770.3068719222636
561,1740,2385,5005.33840685305
562,2385,670,1843.397149469453
563,1684,1163,3070.5339202716154
564,1163,389,3706.2283023233826
565,389,523,5488.922812971048
566,523,3828,4463.705802517861
567,3828,1951,7251.6979956947025
568,1013,934,2222.546827190955
569,934,671,5414.929055482042
570,671,3827,7763.104633994574
571,126,3056,4282.368029912843
572,3056,669,512.3719414408434
573,3154,673,5020.905867742481
574,673,672,153.3390428325425
575,3118,1164,974.4695241086181
576,1164,2551,5548.994354648912
577,2551,3833,4260.623317523864
578,127,2384,5034.992386636245
579,2384,392,5302.120139214374
580,392,232,6493.227894678567
581,232,3831,4925.663739157538
582,2795,3823,6867.483064543237
583,3823,669,7085.290599688157
584,986,3001,4964.464350619768
585,3001,669,4771.367558530317
586,2840,3066,1759.5098508327733
587,3066,1163,4749.09574239607
588,1163,3832,3898.5880975196915
589,2597,1014,5442.605831705399
590,1014,231,6850.343498435234
591,231,62,565.6633939420565
592,62,3829,4721.905321793517
593,3829,3831,979.9513416870944
594,998,1014,7832.20985294204
595,1014,3050,658.0306345613328
596,3050,1952,5430.121407933688
597,2795,2833,1152.7736399967587
598,2833,2368,3018.079157059057
599,2368,4215,4979.052337654363
600,4215,987,808.2322536377135
601,987,3825,1471.052350270877
602,3056,2795,4412.135613436409
603,2795,1260,2724.384811327706
604,1260,3830,5473.474490410739
605,3830,1951,7102.781577076418
606,2493,62,9244.643975000663
607,62,3821,6606.087153085802
608,858,998,1579.4069626089702
609,998,891,6469.875480819318
610,891,1481,4854.091657192036
611,392,185,3822.178993225311
612,185,1684,7085.793894944963
613,1684,2857,4395.411261671442
614,2857,1481,3034.591377204501
615,1481,3827,7437.6778128160795
616,4214,2743,5669.564763145415
617,2743,672,4115.909136643879
618,672,1953,764.8668562820848
619,1953,1950,127.28649208161622
620,1950,3822,6904.5938561819285
621,1260,1692,2496.18130663863
622,1692,1950,4759.4238412415925
623,1950,1952,692.448687885113
624,1296,2368,6554.242156778675
625,2368,3355,3433.0709024539274
626,3355,3155,1748.1518791105664
627,3155,3057,5192.655431751591
628,3057,669,580.9859010814325
629,2839,202,7589.855557299677
630,202,3357,3292.45169330292
631,3357,3221,3563.591298971639
632,3221,669,3804.6257192500384
633,2112,1740,3695.7887522875467
634,1740,1260,1859.689597738297
635,1260,3828,4313.6220970860195
636,3828,3823,610.0047635328793
637,1403,389,2164.9349565923726
638,389,1163,3706.2283023233826
639,1163,669,5594.129376904185
640,669,2198,6978.4586357638855
641,3099,3066,2860.722383228193
642,3066,182,4175.065762955632
643,182,1480,1276.9811637678076
644,202,3155,5010.25366812041
645,3155,1480,3288.2131181473983
646,1598,2635,7371.620223738578
647,2635,1259,218.7334608976316
648,1259,2906,1153.8736333503073
649,2906,3832,3892.284942380948
650,3832,1950,7230.155137689065
651,2493,818,9432.60950785301
652,818,3828,1807.1025845309427
653,2551,3831,3302.6771900969825
654,3831,3822,393.20767221231995
655,3822,3832,369.1513023198931
656,3832,2198,2258.8565822252376
657,2198,2199,1486.1738498791765
658,4249,668,1210.0437636229801
659,668,283,7424.486010370069
660,283,3356,3418.1818303690284
661,3356,2198,5497.49186411085
662,1600,3354,6415.613760316821
663,3354,3356,198.19725837672397
664,3356,3823,3668.1559125992253
665,1599,2176,7743.339653393076
666,2176,3828,4034.9801254252475
667,3828,391,966.6092371681837
668,391,1480,7755.158728782015
669,2141,2385,3194.580535977248
670,2385,672,877.3850045925657
671,672,3830,7661.294322652119
672,3830,3837,184.4003370292952
673,3837,1952,6421.273506995186
674,2367,3154,2862.959186211498
675,3154,1793,1043.3484407452058
676,1793,3831,3722.8845096952828
677,3822,2198,2332.21206147781
678,802,4183,3447.8178559806433
679,4183,2248,5077.156296519928
680,2248,3050,4264.349204029714
681,3050,669,4614.297756569681
682,3056,1684,4238.529710922009
683,1684,231,7899.3201702614615
684,278,1260,5922.245871214648
685,1260,3827,4503.58486891575
686,62,672,12354.432483925824
687,998,2248,7591.360448833028
688,2248,125,6127.348095392139
689,125,1597,3021.2379924227025
690,1597,182,3266.5971416881143
691,2840,2041,5499.659016915792
692,2041,673,3889.6733308323037
693,673,669,226.48310641950718
694,669,1480,3054.3226525898745
695,2079,2743,7182.15199108809
696,2743,3819,5367.615494432773
697,1295,2368,606.8015734134306
698,2368,2091,1986.320698673277
699,2091,1952,6407.990339385852
700,1952,3832,6621.373892250235
701,62,1952,11065.298536942822
702,1952,667,2014.7714953258494
703,34,3352,5074.307299165746
704,3352,3199,1396.783257178617
705,3199,2743,1282.995662057204
706,2743,3834,5172.81327110584
707,3834,3828,985.640876624348
708,1014,4249,4493.300436212337
709,4249,1951,1859.6977981049015
710,1951,998,9356.399076404725
711,998,2535,9340.900312831496
712,2535,3830,8074.378029512837
713,1599,3066,4166.482513885805
714,3066,3831,7677.463661211102
715,3831,3823,790.3257374746993
716,522,2234,5641.669535901455
717,2234,15,898.0970523251385
718,15,1480,4455.237904610026
719,2256,3834,8985.844817407391
720,3834,2198,1215.6220960337778
721,15,231,5950.458912818392
722,231,672,11945.523801428788
723,1684,1259,2802.1999740797783
724,1259,802,5225.8193449348
725,802,3824,2374.5258575800985
726,3824,667,7689.311526460501
727,667,3830,8420.600321625741
728,2682,2091,2613.0269758402046
729,2091,2222,1141.3924849546759
730,2222,2857,4886.4076004977815
731,2857,669,698.8439792144115
732,669,2199,8335.953327710948
733,522,3819,4005.5828982827447
734,3819,3828,1268.2869488808326
735,3828,672,7649.06611349944
736,523,2173,3114.153553306029
737,2173,232,2850.0689492005827
738,35,891,62.69753087265637
739,891,1795,3257.9847047112553
740,1795,670,5279.914107606697
741,2743,1164,2005.9629548470732
742,1164,392,4597.8845291973885
743,392,998,4012.808576369364
744,998,3823,3076.1947688369983
745,3823,3825,384.8845963785884
746,1013,4249,4510.056699657617
747,4249,1952,2483.5348133175125
748,1952,3834,6431.9241663209905
749,2818,888,321.0001586473373
750,888,2857,5182.810720346695
751,2857,2255,2403.39612057641
752,2255,1480,1543.7655276850655
753,2255,890,6021.139533364924
754,890,3829,6717.467249269601
755,2332,284,9592.937527594233
756,284,2947,4793.099591181578
757,2947,1480,556.3178159576422
758,391,888,3639.385570406279
759,888,3222,2742.6628815045838
760,3222,669,3765.3457652401203
761,3001,3828,4409.717624705299
762,3828,2198,2137.56389904741
763,198,2597,7881.634190226158
764,2597,670,844.8140736846337
765,1013,3356,2575.794820309042
766,3356,2199,5241.880242909194
767,3,1692,1763.3133672187998
768,1692,1481,1659.0062051428715
769,1481,1480,1196.4407642552947
770,3199,3827,5254.400234265337
771,3827,1952,5936.655649175352
772,1325,1163,1272.6726226495996
773,1163,3824,4372.160198098419
774,3824,1481,7461.277690918145
775,3056,1260,5859.006218702311
776,4214,3831,2355.6467955576322
777,283,3199,3439.701858310613
778,3199,2635,681.9442644322936
779,2635,3833,5499.988970395893
780,3833,670,7085.057080599606
781,2111,3354,5795.380045989983
782,3354,232,5713.107517961938
783,232,3828,4635.514096224703
784,2839,2353,8097.437009416595
785,2353,3354,5292.340006735824
786,3354,3154,1561.8819036444097
787,3154,1950,5294.936975924026
788,1950,668,601.2481024583517
789,3085,2598,1343.5135799546406
790,2598,232,11223.247537159556
791,232,986,3344.2746041946334
792,986,3825,1649.6390799719807
793,2858,1481,3044.758849028646
794,1403,2812,3986.1454465167217
795,2812,2906,2282.1566028124353
796,2906,3056,6711.067115364401
797,3056,1412,8992.818945472136
798,1412,670,9564.294064302238
799,2551,1795,6375.899242931711
800,1795,1162,984.350378891293
801,1162,1260,504.70119915635087
802,1260,667,5661.771543250916
803,2279,1164,555.7851272502471
804,1164,1385,5521.221467612245
805,1385,232,4106.519222958318
806,232,3829,4669.181128965133
807,3829,672,7669.440706905057
808,3085,2743,4788.937278389402
809,2743,673,4267.779127843958
810,3001,1793,953.6290336077222
811,1793,1163,481.63118284093724
812,1163,3827,4282.459709193933
813,2857,2332,6120.759937223849
814,2332,522,6386.272732789236
815,522,858,3064.543920595139
816,858,3829,960.7857866389687
817,3829,1952,6647.51775570928
818,802,1482,9859.8079326433
819,1482,3822,8383.916389915454
820,388,1259,3503.813802295124
821,1259,2044,4333.256501813942
822,2044,3184,3098.4788475439386
823,3184,2141,3854.203100152672
824,2141,669,2250.2783766438824
825,2858,2493,3706.195527023867
826,2493,283,4143.0514737774665
827,283,284,130.23648545048422
828,284,2198,8213.864632285151
829,2198,3829,1980.7704123778644
830,2165,2367,4821.894945864303
831,2367,3066,2745.4279532020964
832,3066,673,6080.09769101125
833,387,2165,7596.64541967269
834,2165,2041,3049.917484337428
835,2041,671,3786.5277344697056
836,2493,3838,8428.584505288103
837,3838,1952,5238.637405035552
838,1952,3826,4757.834953515286
839,2141,2947,1467.1812333023224
840,1794,3822,4213.750889770381
841,2535,2044,7132.716338435638
842,2044,1094,4603.882180562555
843,1094,1225,1592.02284611659
844,1225,3184,607.929405117052
845,3184,1480,2247.285742426312
846,2551,2906,5322.868514672725
847,2906,1740,2195.855699470729
848,1740,672,4866.4287751329075
849,672,182,1895.9461632203681
850,891,3199,4026.9207652750465
851,3199,672,4564.496788905228
852,672,3824,6945.019005818304
853,3824,3831,1260.603809387089
854,1602,2493,5400.768153290943
855,2493,2368,4187.13865798784
856,2368,3830,7048.307332296127
857,3830,3834,264.8775536956893
858,2367,1325,2478.7883097005374
859,1325,2493,2860.9531638401795
860,2493,670,2582.698224556252
861,670,3825,8218.337674855155
862,2,3355,1424.8530608926112
863,3355,3829,3982.5618619798424
864,2385,2101,4497.461051343572
865,2101,1325,1219.759955384274
866,1325,4183,7023.692107159391
867,4183,3827,5725.5828943166825
868,998,3353,5958.746811941587
869,3353,668,5699.984354725698
870,1599,3000,5890.913609443933
871,3000,3828,4273.181058637993
872,1260,2368,3166.5552543199115
873,2368,2795,3167.8437516700906
874,2795,182,2659.070621279747
875,182,672,1895.9461632203681
876,3057,2682,7541.111893240906
877,2682,1026,7067.373779878453
878,1026,3830,1030.4965530144889
879,2857,3066,6602.995621432274
880,3066,284,2236.781210343801
881,284,1428,4557.402400448337
