Leg Key,Origin Port Key,Destination Port Key,Leg Miles
171,202,2535,9731.176314734566
172,2535,2597,2179.9077176594797
173,2597,670,844.8140736846337
174,670,3820,7479.781954129689
175,2839,1014,3883.007105336914
176,1014,232,6181.038094945446
177,62,2906,6165.320150857854
178,2906,3830,5276.830898241298
179,1163,1013,2281.8367908478854
180,1013,4249,4510.056699657617
181,4249,669,1101.0477135764993
182,669,1951,810.0267391998619
183,62,2551,2102.106719193669
184,2551,3829,2637.1453330582494
185,3829,2857,7128.892010681255
186,2857,1481,3034.591377204501
187,1481,3832,7486.040542779306
188,802,2743,5800.8778421471625
189,2743,1952,4117.840632891714
190,1952,3355,5676.063982778352
191,3355,3825,3996.638213389406
192,3825,232,4990.191913074134
193,3066,3199,4212.642319423581
194,3199,2165,4049.61902753051
195,2165,2551,10140.662662509303
196,2551,3834,2699.131349303131
197,3834,671,8372.53203221374
198,2947,2858,3658.2987199492145
199,2858,3829,7305.826221721478
200,3829,669,7705.667507425362
201,669,670,903.0004520959122
202,891,1793,3553.43732387675
203,1793,2857,5590.547040230865
204,2857,668,609.0901494957193
205,668,670,1009.8833586995365
206,2795,35,3398.153186041727
207,35,3828,6597.946830932632
208,3828,672,7649.06611349944
209,2493,3823,7552.110656378545
210,3823,672,7050.5478022167945
211,672,668,87.37924185798255
212,668,3828,7689.712711803873
213,802,182,9815.891956781492
214,182,672,1895.9461632203681
215,1599,1014,4525.5827686919
216,1014,1013,115.68805922612067
217,1013,3837,7323.446688037839
218,3837,3831,1800.9587800798006
219,3831,1952,6322.951583952919
220,2367,1598,8246.66441461561
221,1598,2598,1597.869878243933
222,2598,668,1151.2123645337663
223,668,1950,601.2481024583517
224,1950,3827,6582.790175512409
225,1389,3050,3587.604175193652
226,3050,670,4365.481473860302
227,4249,1222,6688.975524655188
228,1222,4183,4688.457115825021
229,4183,3826,6816.82314504062
230,3826,3356,4534.350309021342
231,3356,1481,4155.404224946134
232,2041,3356,2561.508140110558
233,3356,3826,4534.350309021342
234,3357,2493,4130.814233986676
235,2493,1951,3926.361536722859
236,1951,1950,54.45122209331065
237,1950,2198,6319.344342640502
238,3056,182,1897.3074728876954
239,182,1692,2758.673392573214
240,1692,62,8277.267068489022
241,62,232,1229.0767892837998
242,3199,1597,6859.960499504972
243,1597,670,2387.023564572622
244,670,3827,7865.558975758281
245,1684,2906,3271.190994086413
246,2906,3822,3703.684336130653
247,1163,2597,6445.912198240055
248,2597,672,960.2690667442838
249,890,2742,5216.4437828174
250,2742,3184,1819.4880248917332
251,3184,1481,1425.8876336748954
252,171,2041,1795.4645488302576
253,2041,1412,7570.5878117861375
254,1412,2597,9426.049638571558
255,2597,1952,1970.2086576151662
256,3199,2652,2122.7711043791714
257,2652,3829,4057.694574507264
258,3829,2199,1302.3129847363057
259,2063,4249,4812.702355375135
260,4249,2141,1209.6015064705296
261,2141,672,2319.549357040229
262,672,3829,7669.440706905057
263,1385,1013,7726.2476089127185
264,1013,2743,2843.163119768027
265,2743,1951,4256.075900630778
266,1951,671,1391.9025070707687
267,671,672,778.771631678731
268,3084,1794,5583.656501201417
269,1794,3826,5390.911500539024
270,3826,670,6878.022656172714
271,3154,61,7640.603264895794
272,61,3831,5386.925386130936
273,2551,1951,9761.851452056733
274,1951,2598,1552.5273385430485
275,2598,1684,4441.072692880032
276,1684,1480,1733.8106034391592
277,1480,2199,10124.22393863347
278,2858,4265,5442.033254013475
279,4265,2367,2751.235165469151
280,2367,191,3059.4574273184508
281,191,3824,4503.564143272829
282,3824,232,5478.310393110331
283,2367,3199,3419.676908604882
284,3199,3154,657.3449872209347
285,3154,1691,1326.655288662875
286,1691,182,2724.7281553354255
287,182,3826,7355.869555180022
288,4249,1296,6921.889629344921
289,1296,2198,8755.65298003045
290,1295,3199,3621.164088103703
291,3199,986,5646.225437349325
292,986,3832,1339.199970472561
293,802,3099,5027.6093595475895
294,3099,1481,5072.717966879751
295,185,3356,4071.533324937739
296,3356,3828,3783.8776683889478
297,3828,668,7689.712711803873
298,891,2857,7882.2962825438935
299,2857,1950,283.56627365988265
300,2526,4265,7082.599412455683
301,4265,2493,1743.2227251323704
302,2493,1480,859.7650869639278
303,1480,671,2622.0281511526164
304,671,3834,8372.53203221374
305,2742,1692,2470.2204624829487
306,1692,2812,4203.60891708282
307,2812,3828,4546.07799525946
308,3118,2551,5982.264605939589
309,2551,3825,2915.4420375310374
310,3825,670,8218.337674855155
311,522,1795,7123.938786370492
312,1795,1692,1901.3347117556007
313,1692,1480,2053.058775770946
314,1480,1481,1196.4407642552947
315,126,4192,2222.2229908158797
316,4192,998,7537.302425489996
317,998,3830,2283.511717814764
318,3830,2743,5411.495334778274
319,2743,669,4059.7421677086686
320,2141,935,5899.128707057784
321,935,2635,157.34351618038266
322,2635,1014,2151.3414782756668
323,1014,1481,2532.8631536321054
324,1481,3826,7034.349186481864
325,1684,830,2214.725303797899
326,830,2234,1565.0781980521933
327,2234,232,4485.896267193693
328,232,233,1671.7634069424143
329,2368,3830,7048.307332296127
330,3830,3827,1043.167589023001
331,15,2947,4984.256209767758
332,2947,171,4730.133857013906
333,171,669,5208.659497011393
334,669,2598,1222.3027462182808
335,2598,671,732.6949936508641
336,4215,3154,5963.429962008735
337,3154,670,4657.649398612686
338,3353,1260,342.65221211084827
339,3154,1480,3324.981228171597
340,1480,3833,8645.403644832124
341,3057,2947,2928.75257820931
342,2947,934,4990.251360586705
343,934,3830,5413.026527574282
344,3830,3825,979.632932892275
345,4249,2165,2463.5269423274044
346,2165,3833,9295.493509133057
347,1684,2198,8500.165268301289
348,2198,1481,8299.710401256962
349,62,1794,6923.294111874404
350,1794,185,4632.221819911222
351,185,1949,9210.206720543898
352,1949,1951,161.01414644867475
353,62,522,827.3205447556171
354,522,3818,5000.40702075407
355,3818,670,7516.053551077197
356,4266,3199,2689.478292051024
357,3199,3356,1486.9108861627658
358,3356,232,5713.329677580815
359,232,3827,5392.455745164136
360,2840,2248,561.9936327218535
361,2248,1013,3716.890434393324
362,1013,1481,2540.994952190208
363,1481,2385,3067.2009020584433
364,2385,1480,3843.5326454970846
365,2803,1692,4190.943705036584
366,1692,1013,882.275121297061
367,1013,2222,1254.244178106888
368,2222,1950,5158.661841185788
369,4249,2493,2453.2621704533567
370,2906,3825,4315.066331418896
371,3825,669,7418.526216297281
372,1793,3154,1043.3484407452058
373,3154,1014,1059.7446625615064
374,1014,3085,4353.852161750844
375,3085,669,1716.7802747084997
376,669,668,196.31649253165844
377,182,3354,5134.923051583528
378,3354,3829,4131.428417829573
379,2858,672,496.33011306494103
380,672,35,7529.952661496353
381,35,3827,7278.2762213151145
382,1412,171,5923.042857472254
383,171,202,4104.615236700019
384,202,232,4074.656854276416
385,2551,182,10805.834120291003
386,182,667,1384.638440974668
387,1600,2597,1772.6197203085808
388,2597,1793,6293.961112999274
389,1793,190,450.8987053914417
390,190,1026,5664.121215519094
391,1026,232,4040.4835774495414
392,858,2435,4899.506797694574
393,2435,3199,1021.6067500625235
394,3199,3066,4212.642319423581
395,3066,673,6080.09769101125
396,673,1481,2706.005501348831
397,390,802,2609.5443357183526
398,802,2199,1535.8579807204694
399,2199,670,9221.564535536638
400,3356,4214,4319.40348946542
401,4214,233,979.3948136672744
402,233,3833,5029.575438692657
403,3833,1482,8555.045559872713
404,1482,2199,10244.387129129389
405,191,182,4878.631146578727
406,182,1481,1149.9179493998802
407,125,3085,4900.955738099136
408,3085,1692,3529.9365846589667
409,1692,3827,6916.598120777933
410,3827,670,7865.558975758281
411,2795,1014,952.386365562551
412,1014,522,7778.152556246836
413,522,3823,4635.759569776708
414,2493,2947,1415.090831846283
415,2947,3826,8600.844894747303
