Country Link,Country Name
https://www.searates.com//maritime/ireland.htm,Ireland
https://www.searates.com//maritime/isle_of_man.htm,Isle of Man
https://www.searates.com//maritime/israel.htm,Israel
https://www.searates.com//maritime/italy.htm,Italy
https://www.searates.com//maritime/ivory_coast.htm,Ivory Coast
https://www.searates.com//maritime/jamaica.htm,Jamaica
https://www.searates.com//maritime/japan.htm,Japan
https://www.searates.com//maritime/jordan.htm,Jordan
https://www.searates.com//maritime/kazakhstan.htm,Kazakhstan
https://www.searates.com//maritime/kenya.htm,Kenya
https://www.searates.com//maritime/kiribati.htm,Kiribati
https://www.searates.com//maritime/kuwait.htm,Kuwait
https://www.searates.com//maritime/latvia.htm,Latvia
https://www.searates.com//maritime/lebanon.htm,Lebanon
https://www.searates.com//maritime/liberia.htm,Liberia
https://www.searates.com//maritime/libya.htm,Libya
https://www.searates.com//maritime/lithuania.htm,Lithuania
https://www.searates.com//maritime/luxembourg.htm,Luxembourg
https://www.searates.com//maritime/macao.htm,Macao
https://www.searates.com//maritime/madagascar.htm,Madagascar
https://www.searates.com//maritime/malaysia.htm,Malaysia
https://www.searates.com//maritime/maldives.htm,Maldives
https://www.searates.com//maritime/mali.htm,Mali
https://www.searates.com//maritime/malta.htm,Malta
https://www.searates.com//maritime/marshall_islands.htm,Marshall Islands
https://www.searates.com//maritime/martinique.htm,Martinique
https://www.searates.com//maritime/mauritania.htm,Mauritania
https://www.searates.com//maritime/mauritius.htm,Mauritius
https://www.searates.com//maritime/mexico.htm,Mexico
https://www.searates.com//maritime/micronesia.htm,Micronesia
https://www.searates.com//maritime/moldova.htm,Moldova
https://www.searates.com//maritime/monaco.htm,Monaco
https://www.searates.com//maritime/montserrat.htm,Montserrat
https://www.searates.com//maritime/morocco.htm,Morocco
https://www.searates.com//maritime/mozambique.htm,Mozambique
https://www.searates.com//maritime/myanmar.htm,Myanmar
https://www.searates.com//maritime/namibia.htm,Namibia
https://www.searates.com//maritime/nauru.htm,Nauru
https://www.searates.com//maritime/netherlands.htm,Netherlands
https://www.searates.com//maritime/netherlands_antilles.htm,Netherlands Antilles
https://www.searates.com//maritime/new_caledonia.htm,New Caledonia
https://www.searates.com//maritime/new_zealand.htm,New Zealand
https://www.searates.com//maritime/nicaragua.htm,Nicaragua
https://www.searates.com//maritime/nigeria.htm,Nigeria
https://www.searates.com//maritime/niue.htm,Niue
https://www.searates.com//maritime/norfolk_island.htm,Norfolk Island
https://www.searates.com//maritime/northern_mariana_islands.htm,Northern Mariana Islands
https://www.searates.com//maritime/north_korea.htm,North Korea
https://www.searates.com//maritime/norway.htm,Norway
https://www.searates.com//maritime/oman.htm,Oman
https://www.searates.com//maritime/pakistan.htm,Pakistan
https://www.searates.com//maritime/palau.htm,Palau
https://www.searates.com//maritime/panama.htm,Panama
https://www.searates.com//maritime/papua_new_guinea.htm,Papua New Guinea
https://www.searates.com//maritime/paraguay.htm,Paraguay
https://www.searates.com//maritime/peru.htm,Peru
https://www.searates.com//maritime/philippines.htm,Philippines
https://www.searates.com//maritime/pitcairn.htm,Pitcairn
https://www.searates.com//maritime/poland.htm,Poland
https://www.searates.com//maritime/portugal.htm,Portugal
https://www.searates.com//maritime/puerto_rico.htm,Puerto Rico
https://www.searates.com//maritime/qatar.htm,Qatar
https://www.searates.com//maritime/republic_of_the_congo.htm,Republic of the Congo
https://www.searates.com//maritime/reunion.htm,Reunion
https://www.searates.com//maritime/romania.htm,Romania
https://www.searates.com//maritime/russia.htm,Russia
https://www.searates.com//maritime/saint_helena.htm,Saint Helena
https://www.searates.com//maritime/saint_kitts_and_nevis.htm,Saint Kitts and Nevis
https://www.searates.com//maritime/saint_lucia.htm,Saint Lucia
https://www.searates.com//maritime/saint_pierre_and_miquelon.htm,Saint Pierre and Miquelon
https://www.searates.com//maritime/saint_vincent_and_the_grenadines.htm,Saint Vincent and the Grenadines
https://www.searates.com//maritime/samoa.htm,Samoa
https://www.searates.com//maritime/san_marino.htm,San Marino
https://www.searates.com//maritime/sao_tome_and_principe.htm,Sao Tome and Principe
https://www.searates.com//maritime/saudi_arabia.htm,Saudi Arabia
https://www.searates.com//maritime/senegal.htm,Senegal
https://www.searates.com//maritime/serbia_and_montenegro.htm,Serbia and Montenegro
https://www.searates.com//maritime/seychelles.htm,Seychelles
https://www.searates.com//maritime/sierra_leone.htm,Sierra Leone
https://www.searates.com//maritime/singapore.htm,Singapore
https://www.searates.com//maritime/slovakia.htm,Slovakia
https://www.searates.com//maritime/slovenia.htm,Slovenia
https://www.searates.com//maritime/solomon_islands.htm,Solomon Islands
https://www.searates.com//maritime/somalia.htm,Somalia
https://www.searates.com//maritime/south_africa.htm,South Africa
https://www.searates.com//maritime/south_georgia_and_the_south_sandwich_islands.htm,South Georgia and the South Sandwich Islands
https://www.searates.com//maritime/south_korea.htm,South Korea
https://www.searates.com//maritime/spain.htm,Spain
https://www.searates.com//maritime/sri_lanka.htm,Sri Lanka
https://www.searates.com//maritime/sudan.htm,Sudan
https://www.searates.com//maritime/suriname.htm,Suriname
https://www.searates.com//maritime/svalbard_and_jan_mayen.htm,Svalbard and Jan Mayen
https://www.searates.com//maritime/sweden.htm,Sweden
https://www.searates.com//maritime/syria.htm,Syria
https://www.searates.com//maritime/taiwan.htm,Taiwan
https://www.searates.com//maritime/tajikistan.htm,Tajikistan
https://www.searates.com//maritime/tanzania.htm,Tanzania
https://www.searates.com//maritime/thailand.htm,Thailand
https://www.searates.com//maritime/togo.htm,Togo
https://www.searates.com//maritime/tonga.htm,Tonga
https://www.searates.com//maritime/trinidad_and_tobago.htm,Trinidad and Tobago
https://www.searates.com//maritime/tunisia.htm,Tunisia
https://www.searates.com//maritime/turkey.htm,Turkey
https://www.searates.com//maritime/turkmenistan.htm,Turkmenistan
https://www.searates.com//maritime/turks_and_caicos_islands.htm,Turks and Caicos Islands
https://www.searates.com//maritime/tuvalu.htm,Tuvalu
https://www.searates.com//maritime/uganda.htm,Uganda
https://www.searates.com//maritime/ukraine.htm,Ukraine
https://www.searates.com//maritime/united_arab_emirates.htm,United Arab Emirates
https://www.searates.com//maritime/united_kingdom.htm,United Kingdom
https://www.searates.com//maritime/united_states.htm,United States
https://www.searates.com//maritime/united_states_minor_outlying_islands.htm,United States Minor Outlying Islands
https://www.searates.com//maritime/uruguay.htm,Uruguay
https://www.searates.com//maritime/us_virgin_islands.htm,U.S. Virgin Islands
https://www.searates.com//maritime/vanuatu.htm,Vanuatu
https://www.searates.com//maritime/vatican.htm,Vatican
https://www.searates.com//maritime/venezuela.htm,Venezuela
https://www.searates.com//maritime/vietnam.htm,Vietnam
https://www.searates.com//maritime/yemen.htm,Yemen
https://www.searates.com//maritime/zambia.htm,Zambia
https://www.searates.com//maritime/zimbabwe.htm,Zimbabwe
