Leg Key,Origin Port Key,Destination Port Key,Leg Miles
151,283,3199,3439.701858310613
152,3199,2198,6623.009811274273
153,3154,2743,1939.2836626889532
154,2743,668,4198.285319311076
155,668,672,87.37924185798255
156,672,670,994.5165459937658
157,670,3832,8336.282000867242
158,2597,3085,1351.004736144767
159,3085,3356,6074.504740728747
160,3356,2368,3388.727363587531
161,2368,4214,4805.634750307193
162,4214,232,2651.131600900882
163,1599,2256,1197.624765651038
164,2256,1714,5528.651267839171
165,1714,3832,3510.926957897667
166,3832,858,1100.0195842333833
167,858,3828,995.1863380690792
168,998,1389,4689.4274866662245
169,1389,2279,3144.373232586579
170,2279,2947,5123.59313245378
171,2947,2857,3742.5286829467614
172,2857,3825,6828.080437582021
173,2857,391,6720.354294722702
174,391,934,3338.2410138389596
175,934,888,404.00798313389043
176,888,1684,2508.4053305595917
177,1684,1481,1430.8026359264375
178,3199,673,4700.632286055992
179,673,1949,558.1500713582973
180,2535,35,8989.62861146399
181,35,1481,4912.837919316783
182,1481,1480,1196.4407642552947
183,1480,3825,8758.135652259369
184,2280,1261,141.92774368232986
185,1261,2795,2764.4835845864436
186,2795,1412,8309.378019207665
187,1412,669,8703.213730209696
188,3154,1599,4990.037610198001
189,126,1600,3685.333979849142
190,1600,669,2351.5479077580544
191,669,3822,7248.3014978984
192,1260,232,5928.515755544057
193,232,670,10620.049769512822
194,2367,2906,2389.590411116329
195,2906,2199,5453.0596014695075
196,4214,273,5744.768572123816
197,273,2044,3297.926134206343
198,2044,182,3909.506746774802
199,182,670,1050.419854041571
200,802,2907,4488.842188940517
201,2907,1692,3013.3095265085058
202,1692,2815,4160.1025888017475
203,2815,671,1626.0978969992827
204,2597,2744,1857.1786152863674
205,2744,1480,3980.4832447683734
206,62,1296,4740.607090886358
207,1296,2112,4414.037247389268
208,2112,2834,1383.8667136514182
209,2834,3199,3578.079099681239
210,3199,1480,3541.753522210543
211,891,1392,2299.3831094831617
212,1392,3353,2931.472703081802
213,3353,3834,4867.660133483318
214,3834,671,8372.53203221374
215,2091,1684,2239.1816227463523
216,1684,1600,3463.241552072041
217,1600,2858,2886.957281128006
218,2858,1952,798.4112328373018
219,1952,3827,5936.655649175352
220,986,1794,4842.533987008113
221,1794,3828,4617.357079314848
222,3828,126,10329.066097080507
223,126,671,4289.540155472967
224,671,670,335.8987924133049
225,890,4249,6588.512222332724
226,4249,3832,8472.53884452167
227,3832,232,4663.261839421429
228,232,1481,8680.048243455036
229,1597,2234,9151.622892408152
230,2234,2198,6037.292307832287
231,2198,670,7881.329280657542
232,2742,1740,2340.4696301856025
233,1740,1600,4556.745434836391
234,1600,671,1649.8057438200694
235,3354,35,4042.8436739448757
236,35,232,3860.6838917501614
237,3057,2493,3311.1139814219505
238,2493,3222,732.7825999803474
239,3222,2653,3776.0586896647155
240,2653,3828,3788.1515634126263
241,3828,232,4635.514096224703
242,126,1740,8117.262318043872
243,1740,3832,5989.572002810049
244,2384,3154,4875.160710972198
245,3154,1684,1608.7823786728914
246,1684,1480,1733.8106034391592
247,2111,1684,3389.196619728374
248,1684,3356,3336.3278649558833
249,3356,3826,4534.350309021342
250,3826,670,6878.022656172714
251,2906,3154,1705.6313095606192
252,3154,1481,2675.265036940265
253,1598,667,2266.085189374323
254,667,2551,11024.4925702216
255,2551,3828,2678.6339720888423
256,3828,1480,8702.42255798604
257,4249,1480,2115.7155999189763
258,1480,62,9346.582570561304
259,62,3826,6443.859202095036
260,3826,3829,2023.5337671976893
261,3829,668,7706.461526910752
262,278,2635,5545.524210380392
263,2635,2906,1302.5566658729033
264,2906,3828,4049.7680228876156
265,2839,890,2044.6237282492964
266,890,1597,8388.614978659547
267,1597,3084,2473.3336528203495
268,3084,1480,1761.6410302320835
269,523,1403,3399.5173557322178
270,1403,3827,1871.9365656209457
271,2054,62,8262.546350400047
272,62,2199,4107.5342214258135
273,62,2653,6022.643533263897
274,2653,1162,503.14145514526405
275,1162,1260,504.70119915635087
276,1260,3085,5625.901135533032
277,3085,669,1716.7802747084997
278,1691,1013,914.261477641104
279,1013,15,1691.7623767823782
280,15,4214,4616.671226053517
281,4214,3829,2026.094542164878
282,3829,670,8484.93455739132
283,4183,2368,4876.317855834553
284,2368,2597,7593.373672649005
285,2597,669,970.4437379705619
286,669,3831,7151.181094334555
287,2551,669,10330.324062088606
288,987,2906,4206.297045214004
289,2906,671,6500.346621883858
290,671,2857,1378.1493416319986
291,2857,3827,6443.408738602605
292,3827,2198,1572.5049130540244
293,171,1164,734.5114006154664
294,1164,2367,2716.5686684712327
295,2367,232,3737.679195853165
296,888,2743,1438.138994813375
297,2743,182,4022.3234870578003
298,182,1481,1149.9179493998802
299,1481,3826,7034.349186481864
300,3826,2199,2343.8079046697003
301,3357,801,4803.002138483685
302,801,2332,7889.602515517614
303,2332,4265,8875.975924719836
304,4265,668,5079.724654397234
305,523,3050,8260.056684999849
306,3050,1684,1118.2204181941615
307,1684,672,4046.2490185981155
308,2506,190,5477.129040506649
309,190,2635,520.5505028820303
310,2635,2857,4972.256040826812
311,2857,1480,3710.8480468570565
312,2905,1014,2551.1704885376525
313,1014,1951,5657.634755632139
314,1412,2385,7763.8582355898225
315,2385,232,11047.100645753102
316,232,1951,11612.542583771734
317,1951,3833,5513.619666558237
318,3057,3824,7471.058713226265
319,3824,674,7020.96721872269
320,2493,2234,4560.2489752483725
321,2234,3823,4113.403786397621
322,3823,1480,8385.272467414647
323,3154,1163,1467.8519994455849
324,1163,3825,4256.193650271977
325,1691,2199,8299.039489342278
326,2199,1481,8991.738768353154
