Leg Schedule Key,Leg Key,Origin Port Scheduled Departure Date,Destination Port Scheduled Arrival Date,Origin Port Actual Departure Date,Destination Port Actual Arrival Date
274,141,,,,
275,142,,,,
276,143,,,,
277,144,,,,
278,145,,,,
279,146,,,,
280,144,,,,
281,145,,,,
282,146,,,,
283,147,,,,
284,148,,,,
285,149,,,,
286,147,,,,
287,148,,,,
288,149,,,,
289,150,,,,
290,151,,,,
291,150,,,,
292,151,,,,
293,152,,,,
294,153,,,,
295,154,,,,
296,155,,,,
297,156,,,,
298,152,,,,
299,153,,,,
300,154,,,,
301,155,,,,
302,156,,,,
303,157,,,,
304,158,,,,
305,159,,,,
306,157,,,,
307,158,,,,
308,159,,,,
309,160,,,,
310,161,,,,
311,160,,,,
312,161,,,,
313,162,,,,
314,163,,,,
315,164,,,,
316,165,,,,
317,162,,,,
318,163,,,,
319,164,,,,
320,165,,,,
321,166,,,,
322,167,,,,
323,168,,,,
324,166,,,,
325,167,,,,
326,168,,,,
327,171,,,,
328,172,,,,
329,173,,,,
330,174,,,,
331,175,,,,
332,171,,,,
333,172,,,,
334,173,,,,
335,174,,,,
336,175,,,,
337,176,,,,
338,177,,,,
339,178,,,,
340,176,,,,
341,177,,,,
342,178,,,,
343,179,,,,
344,180,,,,
345,181,,,,
346,179,,,,
347,180,,,,
348,181,,,,
349,182,,,,
350,183,,,,
351,182,,,,
352,183,,,,
353,184,,,,
354,185,,,,
355,186,,,,
356,184,,,,
357,185,,,,
358,186,,,,
359,187,,,,
360,188,,,,
361,187,,,,
362,188,,,,
363,189,,,,
364,190,,,,
365,191,,,,
366,192,,,,
367,189,,,,
368,190,,,,
369,191,,,,
370,192,,,,
371,193,,,,
372,194,,,,
373,195,,,,
374,196,,,,
375,193,,,,
376,194,,,,
377,195,,,,
378,196,,,,
379,197,,,,
380,198,,,,
381,199,,,,
382,200,,,,
383,201,,,,
384,197,,,,
385,198,,,,
386,199,,,,
387,200,,,,
388,201,,,,
389,202,,,,
390,203,,,,
391,202,,,,
392,203,,,,
393,204,,,,
394,205,,,,
395,206,,,,
396,204,,,,
397,205,,,,
398,206,,,,
399,207,,,,
400,208,,,,
401,209,,,,
402,207,,,,
403,208,,,,
404,209,,,,
405,210,,,,
406,211,,,,
407,212,,,,
408,210,,,,
409,211,,,,
410,212,,,,
411,215,,,,
412,216,,,,
413,217,,,,
414,218,,,,
415,219,,,,
416,215,,,,
417,216,,,,
418,217,,,,
419,218,,,,
420,219,,,,
421,220,,,,
422,221,,,,
423,222,,,,
424,223,,,,
425,224,,,,
426,220,,,,
427,221,,,,
428,222,,,,
429,223,,,,
430,224,,,,
431,225,,,,
432,226,,,,
433,225,,,,
434,226,,,,
435,227,,,,
436,228,,,,
437,229,,,,
438,230,,,,
439,34,,,,
440,227,,,,
441,228,,,,
442,229,,,,
443,230,,,,
444,34,,,,
445,231,,,,
446,232,,,,
447,233,,,,
448,231,,,,
449,232,,,,
450,233,,,,
451,234,,,,
452,235,,,,
453,236,,,,
454,237,,,,
455,234,,,,
456,235,,,,
457,236,,,,
458,237,,,,
459,238,,,,
460,239,,,,
461,240,,,,
462,238,,,,
463,239,,,,
464,240,,,,
465,243,,,,
466,244,,,,
467,245,,,,
468,246,,,,
469,247,,,,
470,243,,,,
471,244,,,,
472,245,,,,
473,246,,,,
474,247,,,,
475,250,,,,
476,251,,,,
477,252,,,,
478,253,,,,
479,250,,,,
480,251,,,,
481,252,,,,
482,253,,,,
483,254,,,,
484,255,,,,
485,256,,,,
486,254,,,,
487,255,,,,
488,256,,,,
489,257,,,,
490,258,,,,
491,259,,,,
492,260,,,,
493,257,,,,
494,258,,,,
495,259,,,,
496,260,,,,
497,261,,,,
498,262,,,,
499,263,,,,
500,264,,,,
501,261,,,,
502,262,,,,
503,263,,,,
504,264,,,,
505,265,,,,
506,266,,,,
507,267,,,,
508,268,,,,
509,269,,,,
510,265,,,,
511,266,,,,
512,267,,,,
513,268,,,,
514,269,,,,
515,270,,,,
516,271,,,,
517,272,,,,
518,273,,,,
519,270,,,,
520,271,,,,
521,272,,,,
522,273,,,,
523,274,,,,
524,275,,,,
525,274,,,,
526,275,,,,
527,276,,,,
528,277,,,,
529,276,,,,
530,277,,,,
531,278,,,,
532,279,,,,
533,278,,,,
534,279,,,,
535,282,,,,
536,283,,,,
537,284,,,,
538,282,,,,
539,283,,,,
540,284,,,,
541,285,,,,
542,286,,,,
543,287,,,,
544,285,,,,
545,286,,,,
546,287,,,,
547,288,,,,
548,289,,,,
549,288,,,,
550,289,,,,
551,290,,,,
552,291,,,,
553,292,,,,
554,293,,,,
555,290,,,,
556,291,,,,
557,292,,,,
558,293,,,,
559,294,,,,
560,295,,,,
561,296,,,,
562,294,,,,
563,295,,,,
564,296,,,,
565,297,,,,
566,298,,,,
567,297,,,,
568,298,,,,
569,299,,,,
570,300,,,,
571,168,,,,
572,299,,,,
573,300,,,,
574,168,,,,
575,303,,,,
576,304,,,,
577,305,,,,
578,306,,,,
579,307,,,,
580,303,,,,
581,304,,,,
582,305,,,,
583,306,,,,
584,307,,,,
585,184,,,,
586,310,,,,
587,184,,,,
588,310,,,,
589,311,,,,
590,312,,,,
591,313,,,,
592,314,,,,
593,315,,,,
594,311,,,,
595,312,,,,
596,313,,,,
597,314,,,,
598,315,,,,
599,316,,,,
600,317,,,,
601,135,,,,
602,318,,,,
603,316,,,,
604,317,,,,
605,135,,,,
606,318,,,,
607,319,,,,
608,320,,,,
609,321,,,,
610,322,,,,
611,323,,,,
612,319,,,,
613,320,,,,
614,321,,,,
615,322,,,,
616,323,,,,
617,324,,,,
618,325,,,,
619,326,,,,
620,327,,,,
621,324,,,,
622,325,,,,
623,326,,,,
624,327,,,,
625,328,,,,
626,329,,,,
627,330,,,,
628,328,,,,
629,329,,,,
630,330,,,,
631,331,,,,
632,332,,,,
633,331,,,,
634,332,,,,
635,333,,,,
636,334,,,,
637,333,,,,
638,334,,,,
639,335,,,,
640,336,,,,
641,114,,,,
642,337,,,,
643,335,,,,
644,336,,,,
645,114,,,,
646,337,,,,
647,338,,,,
648,339,,,,
649,340,,,,
650,341,,,,
651,342,,,,
652,338,,,,
653,339,,,,
654,340,,,,
655,341,,,,
656,342,,,,
657,343,,,,
658,344,,,,
659,345,,,,
660,346,,,,
661,343,,,,
662,344,,,,
663,345,,,,
664,346,,,,
665,347,,,,
666,348,,,,
667,347,,,,
668,348,,,,
669,349,,,,
670,350,,,,
671,349,,,,
672,350,,,,
673,351,,,,
674,352,,,,
675,353,,,,
676,354,,,,
677,351,,,,
678,352,,,,
679,353,,,,
680,354,,,,
681,355,,,,
682,356,,,,
683,355,,,,
684,356,,,,
685,357,,,,
686,358,,,,
687,357,,,,
688,358,,,,
689,359,,,,
690,360,,,,
691,361,,,,
692,362,,,,
693,363,,,,
694,359,,,,
695,360,,,,
696,361,,,,
697,362,,,,
698,363,,,,
699,364,,,,
700,365,,,,
701,366,,,,
702,364,,,,
703,365,,,,
704,366,,,,
705,367,,,,
706,368,,,,
707,369,,,,
708,367,,,,
709,368,,,,
710,369,,,,
711,370,,,,
712,371,,,,
713,372,,,,
714,373,,,,
715,370,,,,
716,371,,,,
717,372,,,,
718,373,,,,
719,374,,,,
720,254,,,,
721,375,,,,
722,374,,,,
723,254,,,,
724,375,,,,
725,376,,,,
726,377,,,,
727,378,,,,
728,379,,,,
729,376,,,,
730,377,,,,
731,378,,,,
732,379,,,,
733,382,,,,
734,383,,,,
735,384,,,,
736,385,,,,
737,386,,,,
738,382,,,,
739,383,,,,
740,384,,,,
741,385,,,,
742,386,,,,
743,387,,,,
744,388,,,,
745,387,,,,
746,388,,,,
747,389,,,,
748,390,,,,
749,391,,,,
750,392,,,,
751,393,,,,
752,389,,,,
753,390,,,,
754,391,,,,
755,392,,,,
756,393,,,,
757,394,,,,
758,395,,,,
759,396,,,,
760,394,,,,
761,395,,,,
762,396,,,,
763,399,,,,
764,400,,,,
765,401,,,,
766,402,,,,
767,403,,,,
768,399,,,,
769,400,,,,
770,401,,,,
771,402,,,,
772,403,,,,
773,404,,,,
774,405,,,,
775,404,,,,
776,405,,,,
777,406,,,,
778,407,,,,
779,408,,,,
780,409,,,,
781,406,,,,
782,407,,,,
783,408,,,,
784,409,,,,
785,410,,,,
786,411,,,,
787,412,,,,
788,410,,,,
789,411,,,,
790,412,,,,
791,413,,,,
792,414,,,,
793,415,,,,
794,416,,,,
795,413,,,,
796,414,,,,
797,415,,,,
798,416,,,,
799,417,,,,
800,418,,,,
801,419,,,,
802,417,,,,
803,418,,,,
804,419,,,,
805,420,,,,
806,421,,,,
807,422,,,,
808,420,,,,
809,421,,,,
810,422,,,,
811,423,,,,
812,424,,,,
813,425,,,,
814,423,,,,
815,424,,,,
816,425,,,,
817,428,,,,
818,429,,,,
819,430,,,,
820,431,,,,
821,432,,,,
822,428,,,,
823,429,,,,
824,430,,,,
825,431,,,,
826,432,,,,
827,433,,,,
828,434,,,,
829,435,,,,
830,433,,,,
831,434,,,,
832,435,,,,
833,436,,,,
834,437,,,,
835,438,,,,
836,439,,,,
837,436,,,,
838,437,,,,
839,438,,,,
840,439,,,,
841,440,,,,
842,441,,,,
843,442,,,,
844,443,,,,
845,440,,,,
846,441,,,,
847,442,,,,
848,443,,,,
849,444,,,,
850,445,,,,
851,446,,,,
852,447,,,,
853,448,,,,
854,444,,,,
855,445,,,,
856,446,,,,
857,447,,,,
858,448,,,,
859,449,,,,
860,450,,,,
861,451,,,,
862,452,,,,
863,449,,,,
864,450,,,,
865,451,,,,
866,452,,,,
867,453,,,,
868,454,,,,
869,455,,,,
870,456,,,,
871,453,,,,
872,454,,,,
873,455,,,,
874,456,,,,
875,457,,,,
876,458,,,,
877,457,,,,
878,458,,,,
879,459,,,,
880,460,,,,
881,461,,,,
882,462,,,,
883,463,,,,
884,459,,,,
885,460,,,,
886,461,,,,
887,462,,,,
888,463,,,,
889,464,,,,
890,465,,,,
891,466,,,,
892,467,,,,
893,464,,,,
894,465,,,,
895,466,,,,
896,467,,,,
897,468,,,,
898,469,,,,
899,470,,,,
900,468,,,,
901,469,,,,
902,470,,,,
903,471,,,,
904,472,,,,
905,471,,,,
906,472,,,,
907,473,,,,
908,474,,,,
909,475,,,,
910,473,,,,
911,474,,,,
912,475,,,,
913,476,,,,
914,477,,,,
915,478,,,,
916,479,,,,
917,480,,,,
918,476,,,,
919,477,,,,
920,478,,,,
921,479,,,,
922,480,,,,
923,481,,,,
924,482,,,,
925,481,,,,
926,482,,,,
927,483,,,,
928,484,,,,
929,485,,,,
930,483,,,,
931,484,,,,
932,485,,,,
933,486,,,,
934,487,,,,
935,488,,,,
936,489,,,,
937,486,,,,
938,487,,,,
939,488,,,,
940,489,,,,
941,490,,,,
942,491,,,,
943,492,,,,
944,490,,,,
945,491,,,,
946,492,,,,
947,493,,,,
948,494,,,,
949,495,,,,
950,493,,,,
951,494,,,,
952,495,,,,
953,500,,,,
954,501,,,,
955,500,,,,
956,501,,,,
957,502,,,,
958,503,,,,
959,504,,,,
960,505,,,,
961,502,,,,
962,503,,,,
963,504,,,,
964,505,,,,
965,506,,,,
966,507,,,,
967,508,,,,
968,509,,,,
969,506,,,,
970,507,,,,
971,508,,,,
972,509,,,,
973,510,,,,
974,511,,,,
975,512,,,,
976,510,,,,
977,511,,,,
978,512,,,,
979,513,,,,
980,514,,,,
981,513,,,,
982,514,,,,
983,515,,,,
984,516,,,,
985,515,,,,
986,516,,,,
987,517,,,,
988,518,,,,
989,519,,,,
990,517,,,,
991,518,,,,
992,519,,,,
993,522,,,,
994,523,,,,
995,522,,,,
996,523,,,,
997,524,,,,
998,525,,,,
999,526,,,,
1000,527,,,,
1001,528,,,,
1002,524,,,,
1003,525,,,,
1004,526,,,,
1005,527,,,,
1006,528,,,,
1007,529,,,,
1008,530,,,,
1009,531,,,,
1010,532,,,,
1011,529,,,,
1012,530,,,,
1013,531,,,,
1014,532,,,,
1015,533,,,,
1016,534,,,,
1017,533,,,,
1018,534,,,,
1019,537,,,,
1020,538,,,,
1021,539,,,,
1022,537,,,,
1023,538,,,,
1024,539,,,,
1025,540,,,,
1026,541,,,,
1027,542,,,,
1028,543,,,,
1029,540,,,,
1030,541,,,,
1031,542,,,,
1032,543,,,,
1033,544,,,,
1034,545,,,,
1035,546,,,,
1036,547,,,,
1037,548,,,,
1038,544,,,,
1039,545,,,,
1040,546,,,,
1041,547,,,,
1042,548,,,,
1043,549,,,,
1044,550,,,,
1045,551,,,,
1046,552,,,,
1047,549,,,,
1048,550,,,,
1049,551,,,,
1050,552,,,,
1051,553,,,,
1052,554,,,,
1053,432,,,,
1054,553,,,,
1055,554,,,,
1056,432,,,,
1057,555,,,,
1058,556,,,,
1059,557,,,,
1060,555,,,,
1061,556,,,,
1062,557,,,,
1063,558,,,,
1064,559,,,,
1065,558,,,,
1066,559,,,,
1067,562,,,,
1068,563,,,,
1069,564,,,,
1070,565,,,,
1071,562,,,,
1072,563,,,,
1073,564,,,,
1074,565,,,,
1075,566,,,,
1076,567,,,,
1077,566,,,,
1078,567,,,,
1079,568,,,,
1080,569,,,,
1081,570,,,,
1082,568,,,,
1083,569,,,,
1084,570,,,,
1085,573,,,,
1086,574,,,,
1087,575,,,,
1088,573,,,,
1089,574,,,,
1090,575,,,,
1091,576,,,,
1092,577,,,,
1093,578,,,,
1094,579,,,,
1095,580,,,,
1096,576,,,,
1097,577,,,,
1098,578,,,,
1099,579,,,,
1100,580,,,,
1101,581,,,,
1102,582,,,,
1103,583,,,,
1104,584,,,,
1105,581,,,,
1106,582,,,,
1107,583,,,,
1108,584,,,,
1109,585,,,,
1110,586,,,,
1111,587,,,,
1112,588,,,,
1113,585,,,,
1114,586,,,,
1115,587,,,,
1116,588,,,,
1117,589,,,,
1118,590,,,,
1119,591,,,,
1120,592,,,,
1121,593,,,,
1122,589,,,,
1123,590,,,,
1124,591,,,,
1125,592,,,,
1126,593,,,,
1127,596,,,,
1128,597,,,,
1129,596,,,,
1130,597,,,,
1131,598,,,,
1132,599,,,,
1133,600,,,,
1134,598,,,,
1135,599,,,,
1136,600,,,,
1137,603,,,,
1138,604,,,,
1139,603,,,,
1140,604,,,,
1141,605,,,,
1142,606,,,,
1143,607,,,,
1144,608,,,,
1145,605,,,,
1146,606,,,,
1147,607,,,,
1148,608,,,,
1149,609,,,,
1150,610,,,,
1151,609,,,,
1152,610,,,,
1153,453,,,,
1154,611,,,,
1155,612,,,,
1156,613,,,,
1157,614,,,,
1158,453,,,,
1159,611,,,,
1160,612,,,,
1161,613,,,,
1162,614,,,,
1163,615,,,,
1164,616,,,,
1165,617,,,,
1166,618,,,,
1167,615,,,,
1168,616,,,,
1169,617,,,,
1170,618,,,,
1171,619,,,,
1172,620,,,,
1173,621,,,,
1174,619,,,,
1175,620,,,,
1176,621,,,,
1177,622,,,,
1178,623,,,,
1179,624,,,,
1180,625,,,,
1181,622,,,,
1182,623,,,,
1183,624,,,,
1184,625,,,,
1185,626,,,,
1186,627,,,,
1187,628,,,,
1188,629,,,,
1189,630,,,,
1190,626,,,,
1191,627,,,,
1192,628,,,,
1193,629,,,,
1194,630,,,,
1195,631,,,,
1196,632,,,,
1197,633,,,,
1198,634,,,,
1199,635,,,,
1200,631,,,,
1201,632,,,,
1202,633,,,,
1203,634,,,,
1204,635,,,,
1205,636,,,,
1206,637,,,,
1207,638,,,,
1208,636,,,,
1209,637,,,,
1210,638,,,,
1211,639,,,,
1212,640,,,,
1213,641,,,,
1214,642,,,,
1215,639,,,,
1216,640,,,,
1217,641,,,,
1218,642,,,,
1219,643,,,,
1220,644,,,,
1221,643,,,,
1222,644,,,,
1223,645,,,,
1224,646,,,,
1225,647,,,,
1226,648,,,,
1227,649,,,,
1228,645,,,,
1229,646,,,,
1230,647,,,,
1231,648,,,,
1232,649,,,,
1233,653,,,,
1234,654,,,,
1235,653,,,,
1236,654,,,,
1237,655,,,,
1238,656,,,,
1239,657,,,,
1240,658,,,,
1241,655,,,,
1242,656,,,,
1243,657,,,,
1244,658,,,,
1245,659,,,,
1246,660,,,,
1247,661,,,,
1248,662,,,,
1249,659,,,,
1250,660,,,,
1251,661,,,,
1252,662,,,,
1253,665,,,,
1254,666,,,,
1255,667,,,,
1256,668,,,,
1257,669,,,,
1258,665,,,,
1259,666,,,,
1260,667,,,,
1261,668,,,,
1262,669,,,,
1263,166,,,,
1264,670,,,,
1265,166,,,,
1266,670,,,,
1267,671,,,,
1268,672,,,,
1269,673,,,,
1270,674,,,,
1271,675,,,,
1272,671,,,,
1273,672,,,,
1274,673,,,,
1275,674,,,,
1276,675,,,,
1277,676,,,,
1278,677,,,,
1279,678,,,,
1280,676,,,,
1281,677,,,,
1282,678,,,,
1283,679,,,,
1284,680,,,,
1285,681,,,,
1286,682,,,,
1287,683,,,,
1288,679,,,,
1289,680,,,,
1290,681,,,,
1291,682,,,,
1292,683,,,,
1293,684,,,,
1294,685,,,,
1295,686,,,,
1296,684,,,,
1297,685,,,,
1298,686,,,,
1299,688,,,,
1300,689,,,,
1301,690,,,,
1302,691,,,,
1303,692,,,,
1304,688,,,,
1305,689,,,,
1306,690,,,,
1307,691,,,,
1308,692,,,,
1309,693,,,,
1310,694,,,,
1311,695,,,,
1312,696,,,,
1313,693,,,,
1314,694,,,,
1315,695,,,,
1316,696,,,,
1317,697,,,,
1318,698,,,,
1319,699,,,,
1320,700,,,,
1321,701,,,,
1322,697,,,,
1323,698,,,,
1324,699,,,,
1325,700,,,,
1326,701,,,,
1327,702,,,,
1328,703,,,,
1329,704,,,,
1330,705,,,,
1331,702,,,,
1332,703,,,,
1333,704,,,,
1334,705,,,,
1335,706,,,,
1336,707,,,,
1337,708,,,,
1338,706,,,,
1339,707,,,,
1340,708,,,,
1341,709,,,,
1342,710,,,,
1343,711,,,,
1344,712,,,,
1345,713,,,,
1346,709,,,,
1347,710,,,,
1348,711,,,,
1349,712,,,,
1350,713,,,,
1351,714,,,,
1352,715,,,,
1353,716,,,,
1354,717,,,,
1355,718,,,,
1356,714,,,,
1357,715,,,,
1358,716,,,,
1359,717,,,,
1360,718,,,,
1361,721,,,,
1362,722,,,,
1363,723,,,,
1364,721,,,,
1365,722,,,,
1366,723,,,,
1367,730,,,,
1368,731,,,,
1369,730,,,,
1370,731,,,,
1371,732,,,,
1372,733,,,,
1373,734,,,,
1374,735,,,,
1375,732,,,,
1376,733,,,,
1377,734,,,,
1378,735,,,,
1379,736,,,,
1380,737,,,,
1381,738,,,,
1382,739,,,,
1383,736,,,,
1384,737,,,,
1385,738,,,,
1386,739,,,,
1387,740,,,,
1388,741,,,,
1389,742,,,,
1390,743,,,,
1391,744,,,,
1392,740,,,,
1393,741,,,,
1394,742,,,,
1395,743,,,,
1396,744,,,,
1397,745,,,,
1398,746,,,,
1399,745,,,,
1400,746,,,,
1401,749,,,,
1402,750,,,,
1403,751,,,,
1404,752,,,,
1405,753,,,,
1406,749,,,,
1407,750,,,,
1408,751,,,,
1409,752,,,,
1410,753,,,,
1411,754,,,,
1412,755,,,,
1413,85,,,,
1414,756,,,,
1415,44,,,,
1416,754,,,,
1417,755,,,,
1418,85,,,,
1419,756,,,,
1420,44,,,,
1421,760,,,,
1422,389,,,,
1423,761,,,,
1424,760,,,,
1425,389,,,,
1426,761,,,,
1427,762,,,,
1428,763,,,,
1429,764,,,,
1430,765,,,,
1431,766,,,,
1432,762,,,,
1433,763,,,,
1434,764,,,,
1435,765,,,,
1436,766,,,,
1437,767,,,,
1438,768,,,,
1439,769,,,,
1440,770,,,,
1441,767,,,,
1442,768,,,,
1443,769,,,,
1444,770,,,,
1445,777,,,,
1446,778,,,,
1447,713,,,,
1448,777,,,,
1449,778,,,,
1450,713,,,,
1451,781,,,,
1452,782,,,,
1453,783,,,,
1454,784,,,,
1455,785,,,,
1456,781,,,,
1457,782,,,,
1458,783,,,,
1459,784,,,,
1460,785,,,,
1461,786,,,,
1462,787,,,,
1463,788,,,,
1464,786,,,,
1465,787,,,,
1466,788,,,,
1467,789,,,,
1468,790,,,,
1469,791,,,,
1470,792,,,,
1471,793,,,,
1472,789,,,,
1473,790,,,,
1474,791,,,,
1475,792,,,,
1476,793,,,,
1477,796,,,,
1478,797,,,,
1479,798,,,,
1480,796,,,,
1481,797,,,,
1482,798,,,,
1483,799,,,,
1484,800,,,,
1485,799,,,,
1486,800,,,,
1487,801,,,,
1488,802,,,,
1489,803,,,,
1490,804,,,,
1491,805,,,,
1492,801,,,,
1493,802,,,,
1494,803,,,,
1495,804,,,,
1496,805,,,,
1497,806,,,,
1498,807,,,,
1499,808,,,,
1500,809,,,,
1501,810,,,,
1502,806,,,,
1503,807,,,,
1504,808,,,,
1505,809,,,,
1506,810,,,,
1507,813,,,,
1508,814,,,,
1509,815,,,,
1510,816,,,,
1511,817,,,,
1512,813,,,,
1513,814,,,,
1514,815,,,,
1515,816,,,,
1516,817,,,,
1517,820,,,,
1518,821,,,,
1519,822,,,,
1520,820,,,,
1521,821,,,,
1522,822,,,,
1523,823,,,,
1524,824,,,,
1525,825,,,,
1526,826,,,,
1527,827,,,,
1528,823,,,,
1529,824,,,,
1530,825,,,,
1531,826,,,,
1532,827,,,,
1533,828,,,,
1534,829,,,,
1535,830,,,,
1536,831,,,,
1537,832,,,,
1538,828,,,,
1539,829,,,,
1540,830,,,,
1541,831,,,,
1542,832,,,,
1543,833,,,,
1544,834,,,,
1545,835,,,,
1546,833,,,,
1547,834,,,,
1548,835,,,,
1549,836,,,,
1550,837,,,,
1551,838,,,,
1552,839,,,,
1553,840,,,,
1554,836,,,,
1555,837,,,,
1556,838,,,,
1557,839,,,,
1558,840,,,,
1559,841,,,,
1560,842,,,,
1561,843,,,,
1562,844,,,,
1563,845,,,,
1564,841,,,,
1565,842,,,,
1566,843,,,,
1567,844,,,,
1568,845,,,,
1569,846,,,,
1570,847,,,,
1571,846,,,,
1572,847,,,,
1573,848,,,,
1574,849,,,,
1575,850,,,,
1576,851,,,,
1577,852,,,,
1578,848,,,,
1579,849,,,,
1580,850,,,,
1581,851,,,,
1582,852,,,,
1583,853,,,,
1584,854,,,,
1585,855,,,,
1586,853,,,,
1587,854,,,,
1588,855,,,,
1589,856,,,,
1590,857,,,,
1591,856,,,,
1592,857,,,,
1593,858,,,,
1594,859,,,,
1595,186,,,,
1596,860,,,,
1597,861,,,,
1598,858,,,,
1599,859,,,,
1600,186,,,,
1601,860,,,,
1602,861,,,,
1603,862,,,,
1604,863,,,,
1605,864,,,,
1606,865,,,,
1607,862,,,,
1608,863,,,,
1609,864,,,,
1610,865,,,,
1611,866,,,,
1612,867,,,,
1613,866,,,,
1614,867,,,,
1615,868,,,,
1616,869,,,,
1617,870,,,,
1618,871,,,,
1619,872,,,,
1620,868,,,,
1621,869,,,,
1622,870,,,,
1623,871,,,,
1624,872,,,,
1625,875,,,,
1626,876,,,,
1627,875,,,,
1628,876,,,,
1629,877,,,,
1630,878,,,,
1631,877,,,,
1632,878,,,,
1633,879,,,,
1634,880,,,,
1635,881,,,,
1636,882,,,,
1637,879,,,,
1638,880,,,,
1639,881,,,,
1640,882,,,,
1641,887,,,,
1642,888,,,,
1643,889,,,,
1644,890,,,,
1645,887,,,,
1646,888,,,,
1647,889,,,,
1648,890,,,,
1649,891,,,,
