Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Mar 2020)","CIF (BAHT)(Mar 2020)","Quantity (Jan - Mar 2020)","CIF (BAHT)(Jan - Mar 2020)"
2563,3,1,DE,02091000,000,KGM,"Of pigs (KGM)",54861,860765,264682,4054760
2563,3,1,ES,02101100,000,KGM,"Hams, shoulders and cuts thereof meat of swine, with bone in (KGM)",2916,1150416,5488,2908653
2563,3,1,IT,02101200,000,KGM,"Bellies (streaky) and cuts thereof meat of swine (KGM)",103,33148,375,110271
2563,3,1,ES,02101930,000,KGM,"Bacon or boneless hams (KGM)",21363,4543372,50517,12810534
2563,3,1,ES,02101990,000,KGM,"Other (KGM)",269,119891,1393,610000
2563,3,1,DE,02109990,000,KGM,"Other (KGM)",4736,371539,38217,2912757
2563,3,1,JP,03011191,000,KGM,"Koi carp (Cyprinus carpio) (KGM)",3402,6078856,10564,11160720
2563,3,1,CN,03011192,000,KGM,"Goldfish (Carassius auratus) (KGM)",30,77228,336,258793
2563,3,1,ID,03011193,000,KGM,"Siamese fighting fish (Beta splendens) (KGM)",64,48394,297,161641
2563,3,1,ID,03011195,000,KGM,"Arowanas (Scleropages formosus) (KGM)",215,337020,1149,2938006
2563,3,1,ID,03011196,000,KGM,"Arowanas Jardini (Scleropages jardini) (KGM)",0,0,150,490625
2563,3,1,BR,03011199,000,KGM,"Other (KGM)",2010,1514410,5846,5552678
2563,3,1,BR,03011999,000,KGM,"Other (KGM)",606,1185879,2982,4141112
2563,3,1,JP,03019200,000,KGM,"Eels (Anguilla spp.) (KGM)",3,2941,11,10659
2563,3,1,ID,03019911,000,KGM,"Breeding of Milkfish and Grouper, fry (KGM)",0,0,250,387990
2563,3,1,ID,03019919,000,KGM,"Other (KGM)",54,306653,1285,1934223
2563,3,1,TW,03019929,000,KGM,"Other (KGM)",0,0,76,161014
2563,3,1,KH,03019949,001,KGM,"Walking catfish (KGM)",103268,2030731,436111,8523622
2563,3,1,KH,03019949,002,KGM,"Striped snake-head fish (KGM)",269660,10786400,877064,35082560
2563,3,1,BD,03019949,090,KGM,"Other fish (KGM)",23559,1041844,65469,2809703
2563,3,1,JP,03019952,000,KGM,"Grouper (KGM)",2,1740,28,58628
2563,3,1,JP,03019959,000,KGM,"Other (KGM)",89,11890,361,40610
2563,3,1,AU,03021100,000,KGM,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) (KGM)",229554,57078579,863852,232874485
2563,3,1,JP,03021300,000,KGM,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) (KGM)",6043,3209572,25290,13302637
2563,3,1,AU,03021400,000,KGM,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) (KGM)",753024,210717433,3075890,944990045
2563,3,1,IS,03022100,000,KGM,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) (KGM)",237,129817,1265,879665
2563,3,1,FR,03022200,000,KGM,"Plaice (Pleuronectes platessa) (KGM)",6,3398,14,8685
2563,3,1,FR,03022300,000,KGM,"Sole (Solea spp.) (KGM)",212521,3500700,564277,9804694
2563,3,1,ES,03022400,000,KGM,"Turbots (Psetta maxima) (KGM)",536,568411,1944,2314105
2563,3,1,FR,03022900,000,KGM,"Other (KGM)",301921,9239073,946078,30913299
2563,3,1,ID,03023200,000,KGM,"Yellowfin tunas (Thunnus albacares) (KGM)",13171,2148279,29481,5567018
2563,3,1,JP,03023300,000,KGM,"Skipjack or stripe-bellied bonito (KGM)",97546,2443645,140368,3518648
2563,3,1,ID,03023400,000,KGM,"Bigeye tunas (Thunnus obesus) (KGM)",286,117312,1169,427543
2563,3,1,ES,03023500,000,KGM,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis) (KGM)",1626,1687193,10811,11909343
2563,3,1,IN,03023900,000,KGM,"Other (KGM)",2874302,77051505,4627272,110515451
2563,3,1,JP,03024100,000,KGM,"Herrings (Clupea harengus, Clupea pallasii) (KGM)",129,122206,722,668231
2563,3,1,MM,03024200,000,KGM,"Anchovies (Engraulis spp.) (KGM)",150700,2076116,373225,5416320
2563,3,1,FR,03024300,000,KGM,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus) (KGM)",2034502,27478993,5667927,75709838
2563,3,1,FR,03024400,000,KGM,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) (KGM)",246,194172,1230,942297
2563,3,1,FR,03024500,000,KGM,"Jack and horse mackerel (Trachurus spp.) (KGM)",539,551660,2004,1835147
2563,3,1,JP,03024600,000,KGM,"Cobia (Rachycentron canadum) (KGM)",2580,50694,8572,182917
2563,3,1,FR,03024700,000,KGM,"Swordfish (Xiphias gladius) (KGM)",610,90283,666,120552
2563,3,1,IN,03024900,000,KGM,"Other (KGM)",7004765,106683270,24521816,371938684
2563,3,1,FR,03025100,000,KGM,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) (KGM)",930,382666,4401,1970177
2563,3,1,FR,03025200,000,KGM,"Haddock (Melanogrammus aeglefinus) (KGM)",2,1023,2,1023
2563,3,1,FR,03025400,000,KGM,"Hake (Merluccius spp., Urophycis spp.) (KGM)",0,0,27,8538
2563,3,1,FR,03025900,000,KGM,"Other (KGM)",733339,9101766,1786988,22530566
2563,3,1,KH,03027290,090,KGM,"Other fish (KGM)",800,44000,7390,436700
2563,3,1,FR,03027400,000,KGM,"Eels (Anguilla spp.) (KGM)",6913,648300,13476,3071402
2563,3,1,KH,03027900,001,KGM,"Striped snake-head fish (KGM)",58550,1957390,123030,4061020
2563,3,1,MY,03028100,000,KGM,"Dogfish and other sharks (KGM)",3200,76599,6800,150058
2563,3,1,FR,03028200,000,KGM,"Rays and skates (Rajidae) (KGM)",21430,229256,39433,420502
2563,3,1,JP,03028300,000,KGM,"Toothfish (Dissostichus spp.) (KGM)",0,0,6,5602
2563,3,1,ES,03028400,000,KGM,"Seabass (Dicentrarchus spp.) (KGM)",862,390643,3443,1472083
2563,3,1,AU,03028500,000,KGM,"Seabream (Sparidae) (KGM)",2386,1302083,10145,5927304
2563,3,1,ID,03028911,000,KGM,"Grouper (KGM)",78616,4528997,261733,18219352
2563,3,1,KH,03028912,000,KGM,"Longfin mojarra (Pentaprion longimanus) (KGM)",45370,506770,105350,1162916
2563,3,1,JP,03028914,000,KGM,"Savalai hairtails (Lepturacanthus savala), Belanger’s croakers (Johnius belangerii), Reeve’s croakers (Chrysochir aureus) and bigeye croakers (Pennahia anea) (KGM)",1400060,19284010,4527995,62706511
2563,3,1,JP,03028916,000,KGM,"Torpedo scads (Megalaspis cordyla), spotted sicklefish (Drepane punctata) and great barracudas (Sphyraena barracuda) (KGM)",290097,4521559,629759,10140989
2563,3,1,MM,03028917,000,KGM,"Black pomfrets (Parastromatus niger) (KGM)",3910,254600,11300,722150
2563,3,1,MM,03028918,000,KGM,"Mangrove red snappers (Lutjanus argentimaculatus) (KGM)",1060,31800,3560,118600
2563,3,1,AU,03028919,000,KGM,"Other (KGM)",14017779,224872634,38373476,669044128
2563,3,1,MM,03028926,000,KGM,"Indian threadfins (Polynemus indicus) and silver grunts (pomadasys argenteus) (KGM)",41330,1308785,124965,3952570
2563,3,1,MM,03028927,000,KGM,"Hilsa shad (Tenualosa ilisha) (KGM)",21568,495829,66816,1506238
2563,3,1,KH,03028928,000,KGM,"Wallago (Wallago attu) and giant river-catfish (Sperata seenghala) (KGM)",150,9500,380,27400
2563,3,1,JP,03028929,001,KGM,"Gogies (KGM)",0,0,1,3039
2563,3,1,FR,03028929,090,KGM,"Other fish (KGM)",13540,432764,132566,4270014
2563,3,1,AE,03029100,000,KGM,"Livers, roes and milt (KGM)",2669,896861,9372,3938062
2563,3,1,US,03029200,000,KGM,"Shark fins (KGM)",5,200,5,200
2563,3,1,JP,03029900,000,KGM,"Other (KGM)",8093,421668,28694,1537323
2563,3,1,JP,03031100,000,KGM,"Sockeye salmon (red salmon) (Oncorhynchus nerka) (KGM)",271299,59462365,481728,104139351
2563,3,1,CL,03031200,000,KGM,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) (KGM)",1493141,157272473,5259967,534467868
2563,3,1,CL,03031300,000,KGM,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) (KGM)",851419,152076357,2690140,482280922
2563,3,1,CL,03031400,000,KGM,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) (KGM)",392487,68301567,1052673,191698429
2563,3,1,CN,03032300,000,KGM,"Tilapias (Oreochromis spp.) (KGM)",38040,2071138,143545,4823054
2563,3,1,CN,03032400,001,KGM,"Walking catfish (KGM)",25760,709001,55916,1447349
2563,3,1,PK,03032400,090,KGM,"Other fish (KGM)",1400,21783,1400,21783
2563,3,1,TH,03032500,000,KGM,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) (KGM)",0,0,19214,1178542
2563,3,1,CN,03032600,000,KGM,"Eels (Anguilla spp.) (KGM)",77740,5394729,130510,8515902
2563,3,1,PK,03032900,000,KGM,"Other (KGM)",4440,69957,41729,2864067
2563,3,1,FR,03033100,000,KGM,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) (KGM)",23660,6166010,73965,17128055
2563,3,1,FR,03033300,000,KGM,"Sole (Solea spp.) (KGM)",345,205714,589,444020
2563,3,1,FR,03033400,000,KGM,"Turbots (Psetta maxima) (KGM)",209,250848,2004,665619
2563,3,1,BD,03033900,000,KGM,"Other (KGM)",55584,1702223,1151658,68670052
2563,3,1,AU,03034100,000,KGM,"Albacore or longfinned tunas (Thunnus alalunga) (KGM)",3490107,413968751,9876774,1176804863
2563,3,1,BR,03034200,000,KGM,"Yellowfin tunas (Thunnus albacares) (KGM)",6602710,321144451,23972344,1192652491
2563,3,1,CN,03034300,000,KGM,"Skipjack or stripe-bellied bonito (KGM)",26127555,1029893242,109578265,3778177938
2563,3,1,BZ,03034400,000,KGM,"Bigeye tunas (Thunnus obesus) (KGM)",760266,32982226,3116093,125618100
2563,3,1,CN,03034900,000,KGM,"Other (KGM)",559810,17290990,1514868,54205676
2563,3,1,CA,03035100,000,KGM,"Herrings (Clupea harengus, Clupea pallasii) (KGM)",127423,4566600,127423,4566600
2563,3,1,CN,03035300,000,KGM,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus) (KGM)",12103249,276529213,27885429,644141550
2563,3,1,FR,03035410,000,KGM,"Mackerel (Scomber scombrus, Scomber australasicus) (KGM)",966800,59773832,3020583,183963360
2563,3,1,CN,03035420,000,KGM,"Pacific mackerel (Scomber japonicus) (KGM)",3836086,140227499,9921562,356557203
2563,3,1,CN,03035500,000,KGM,"Jack and horse mackerel (Trachurus spp.) (KGM)",236778,16608250,424564,24364995
2563,3,1,ID,03035600,000,KGM,"Cobia (Rachycentron canadum) (KGM)",49496,1863441,82842,3748256
2563,3,1,MY,03035700,000,KGM,"Swordfish (Xiphias gladius) (KGM)",61354,7316096,114374,12936072
2563,3,1,AE,03035910,000,KGM,"Indian mackerels (Rastrelliger kanagurta);  Island mackerels (Rastrelliger faughni) (KGM)",10810284,645453259,31570043,1908049695
2563,3,1,BD,03035920,000,KGM,"Silver pomfrets (Pampus spp.) (KGM)",0,0,10730,346240
2563,3,1,CA,03035990,000,KGM,"Other (KGM)",1507236,62809790,5348609,194360839
2563,3,1,JP,03036300,000,KGM,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) (KGM)",14250,1177948,14380,1231714
2563,3,1,BR,03036600,000,KGM,"Hake (Merluccius spp., Urophycis spp.) (KGM)",146976,6716893,226016,12329729
2563,3,1,RU,03036700,000,KGM,"Alaska Pollack (Theragra chalcogramma) (KGM)",780845,36638883,780845,36638883
2563,3,1,NZ,03036800,000,KGM,"Blue whitings (Micromesistius poutassou, Micromesistius australis) (KGM)",0,0,100000,5316656
2563,3,1,JP,03036900,000,KGM,"Other (KGM)",0,0,46410,1022750
2563,3,1,CN,03038100,000,KGM,"Dogfish and other sharks (KGM)",293191,10109007,687770,23427087
2563,3,1,IR,03038200,000,KGM,"Rays and skates (Rajidae) (KGM)",0,0,9305,322271
2563,3,1,AR,03038300,000,KGM,"Toothfish (Dissostichus spp.) (KGM)",28648,23368198,74427,61662830
2563,3,1,TR,03038400,000,KGM,"Seabass (Dicentrarchus spp.) (KGM)",14000,1442068,26000,2638772
2563,3,1,ID,03038911,000,KGM,"Grouper (KGM)",76970,6365630,135083,13108436
2563,3,1,MY,03038912,000,KGM,"Longfin mojarra (Pentaprion longimanus) (KGM)",6700,15321,16740,37920
2563,3,1,AE,03038914,000,KGM,"Savalai hairtails (Lepturacanthus savala), Belanger’s croakers (Johnius belangerii), Reeve’s croakers (Chrysochir aureus) and bigeye croakers (Pennahia anea) (KGM)",105390,8470834,259438,20200668
2563,3,1,ID,03038916,000,KGM,"Torpedo scads (Megalaspis cordyla), spotted sicklefish (Drepane punctata) and great barracudas (Sphyraena barracuda) (KGM)",23716,633145,657218,13921136
2563,3,1,IR,03038917,000,KGM,"Black pomfrets (Parastromatus niger) (KGM)",113,7092,1928,65335
2563,3,1,ID,03038918,000,KGM,"Mangrove red snappers (Lutjanus argentimaculatus) (KGM)",0,0,25,8004
2563,3,1,AO,03038919,000,KGM,"Other (KGM)",6204418,175436586,11592688,427153320
2563,3,1,PK,03038927,000,KGM,"Hilsa shad (Tenualosa ilisha) (KGM)",0,0,54120,1170162
2563,3,1,PK,03038928,000,KGM,"Wallago (Wallago attu) and giant river-catfish (Sperata seenghala) (KGM)",5880,96284,9450,140102
2563,3,1,PK,03038929,001,KGM,"Gogies (KGM)",1000,15847,3400,52669
2563,3,1,KH,03038929,090,KGM,"Other (KGM)",123526,5426565,444645,21788642
2563,3,1,DK,03039100,000,KGM,"Livers, roes and milt (KGM)",90296,22578073,354167,111320865
2563,3,1,AR,03039200,000,KGM,"Shark fins (KGM)",32679,4727247,111856,14022335
2563,3,1,AU,03039900,000,KGM,"Other (KGM)",453170,22099389,1697095,73364266
2563,3,1,JP,03043900,090,KGM,"Other fish meat (KGM)",3,31096,9,35673
2563,3,1,AU,03044100,000,KGM,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) (KGM)",48347,22508706,174615,86819400
2563,3,1,FR,03044200,000,KGM,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) (KGM)",164,60505,927,352831
2563,3,1,ES,03044300,000,KGM,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae) (KGM)",37,36138,185,169808
2563,3,1,FR,03044400,000,KGM,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (KGM)",22,11783,145,84305
2563,3,1,AU,03044500,000,KGM,"Swordfish (Xiphias gladius) (KGM)",109,29019,280,70350
2563,3,1,US,03044700,000,KGM,"Dogfish and other sharks (KGM)",5,200,5,200
2563,3,1,FR,03044800,000,KGM,"Rays and skates (Rajidae) (KGM)",12,6071,45,21651
2563,3,1,AU,03044900,090,KGM,"Other fish meat (KGM)",7131,7407963,30387,36396638
2563,3,1,FR,03045300,000,KGM,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (KGM)",0,0,3,2244
2563,3,1,ID,03045900,090,KGM,"Other fish meat (KGM)",167517,13706660,453654,43474046
2563,3,1,CN,03046100,000,KGM,"Tilapias (Oreochromis spp.) (KGM)",61134,9966089,153045,22090695
2563,3,1,TH,03046200,000,KGM,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.) (KGM)",2713365,142689986,9650318,489289367
2563,3,1,TZ,03046300,000,KGM,"Nile Perch (Lates niloticus) (KGM)",0,0,996,61124
2563,3,1,JP,03046900,000,KGM,"Other (KGM)",145,266065,21674,1299261
2563,3,1,FR,03047100,000,KGM,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) (KGM)",1992,870106,4225,1010290
2563,3,1,NZ,03047400,000,KGM,"Hake (Merluccius spp., Urophycis spp.) (KGM)",408,77985,1081,196918
2563,3,1,US,03047500,000,KGM,"Alaska Pollack (Theragra chalcogramma) (KGM)",0,0,225,34200
2563,3,1,NZ,03047900,000,KGM,"Other (KGM)",0,0,102,19184
2563,3,1,AU,03048100,000,KGM,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) (KGM)",142505,24840475,522421,115858518
2563,3,1,CL,03048200,000,KGM,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) (KGM)",9100,3030091,16932,5475105
2563,3,1,CA,03048300,000,KGM,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae) (KGM)",846,1081205,4597,5001911
2563,3,1,JP,03048400,000,KGM,"Swordfish (Xiphias gladius) (KGM)",0,0,6,12029
2563,3,1,CL,03048500,000,KGM,"Toothfish (Dissostichus spp.) (KGM)",1390,1408925,6959,6556139
2563,3,1,IS,03048600,000,KGM,"Herrings (Clupea harengus, Clupea pallasii) (KGM)",0,0,24580,2252517
2563,3,1,CN,03048700,000,KGM,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis) (KGM)",76437,21594656,215357,70166812
2563,3,1,AR,03048900,000,KGM,"Other (KGM)",226285,38720318,699605,121744834
2563,3,1,CL,03049200,000,KGM,"Toothfish (Dissostichus spp.) (KGM)",0,0,967,1033804
2563,3,1,VN,03049300,001,KGM,"Walking catfish meat (KGM)",53000,1662974,53000,1662974
2563,3,1,MM,03049300,090,KGM,"Other fish meat (KGM)",2004,113953,100574,4578492
2563,3,1,FR,03049400,000,KGM,"Alaska Pollack (Theragra chalcogramma) (KGM)",369980,37867019,461304,47765804
2563,3,1,CN,03049500,000,KGM,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, Other than Alaska Pollack (Theragra chalcogramma) (KGM)",23040,2241285,98240,10229883
2563,3,1,CL,03049900,004,KGM,"Surimi meat (KGM)",4103265,329541008,11767436,902779706
2563,3,1,CL,03049900,090,KGM,"Other fish meat (KGM)",398350,23590089,852961,87673505
2563,3,1,IT,03051000,000,KGM,"Flours, meals and pellets of fish, fit for human consumption (KGM)",785,403191,1551,765110
2563,3,1,JP,03053992,000,KGM,"Of marine fish (KGM)",182,70761,962,524106
2563,3,1,AU,03054100,000,KGM,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) (KGM)",9938,5651568,23993,13810300
2563,3,1,FR,03054200,000,KGM,"Herrings (Clupea harengus, Clupea pallasii) (KGM)",19,8274,21,9671
2563,3,1,SG,03054300,000,KGM,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) (KGM)",0,30,0,30
2563,3,1,DK,03054900,000,KGM,"Other (KGM)",2903,1128539,25751,8084932
2563,3,1,JP,03055400,000,KGM,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonic (KGM)",11806,1429504,32046,3469508
2563,3,1,IN,03055921,000,KGM,"Anchovies (Stolephorus spp., Coilia spp., Setipinna spp., Lycothrissa spp. and Thryssa spp., Encrasicholina spp.) (KGM)",2042,502317,35603,5228949
2563,3,1,CN,03055929,000,KGM,"Other (KGM)",4629,936753,14486,3596786
2563,3,1,VN,03055990,002,KGM,"Snake skin gourami (KGM)",500,163358,500,163358
2563,3,1,CN,03055990,090,KGM,"Other fish (KGM)",27500,958737,27500,958737
2563,3,1,KH,03056910,001,KGM,"Mackerel (KGM)",31195,5059164,97260,14351264
2563,3,1,MM,03056910,090,KGM,"Other fish (KGM)",14260,311800,57675,1279500
2563,3,1,KH,03056990,000,KGM,"Other (KGM)",20450,296400,404250,5133400
2563,3,1,CN,03057100,000,KGM,"Shark fins (KGM)",300,57049,325,82233
2563,3,1,BD,03057219,000,KGM,"Other (KGM)",46126,9535850,237129,49457746
